Exchange Date,Close,Net,%Chg,Open,Low,High,O-C,H-L
05-Jul-2016,"2,088.55",-14.40,-0.68%,"2,095.05","2,080.86","2,095.05",-6.50,14.19
01-Jul-2016,"2,102.95",+4.09,+0.19%,"2,099.34","2,097.90","2,108.71",3.61,10.81
30-Jun-2016,"2,098.86",+28.09,+1.36%,"2,073.17","2,070.00","2,098.94",25.69,28.94
29-Jun-2016,"2,070.77",+34.68,+1.70%,"2,042.69","2,042.69","2,073.13",28.08,30.44
28-Jun-2016,"2,036.09",+35.55,+1.78%,"2,006.67","2,006.67","2,036.09",29.42,29.42
27-Jun-2016,"2,000.54",-36.87,-1.81%,"2,031.45","1,991.68","2,031.45",-30.91,39.77
24-Jun-2016,"2,037.41",-75.91,-3.59%,"2,103.81","2,032.57","2,103.81",-66.40,71.24
23-Jun-2016,"2,113.32",+27.87,+1.34%,"2,092.80","2,092.80","2,113.32",20.52,20.52
22-Jun-2016,"2,085.45",-3.45,-0.17%,"2,089.75","2,084.36","2,099.71",-4.30,15.35
21-Jun-2016,"2,088.90",+5.65,+0.27%,"2,085.19","2,083.02","2,093.66",3.71,10.64
20-Jun-2016,"2,083.25",+12.03,+0.58%,"2,075.58","2,075.58","2,100.66",7.67,25.08
17-Jun-2016,"2,071.22",-6.77,-0.33%,"2,078.20","2,062.84","2,078.20",-6.98,15.36
16-Jun-2016,"2,077.99",+6.49,+0.31%,"2,066.36","2,050.37","2,079.62",11.63,29.25
15-Jun-2016,"2,071.50",-3.82,-0.18%,"2,077.60","2,069.80","2,085.65",-6.10,15.85
14-Jun-2016,"2,075.32",-3.74,-0.18%,"2,076.65","2,064.10","2,081.30",-1.33,17.20
13-Jun-2016,"2,079.06",-17.01,-0.81%,"2,091.75","2,078.46","2,098.12",-12.69,19.66
10-Jun-2016,"2,096.07",-19.41,-0.92%,"2,109.57","2,089.96","2,109.57",-13.50,19.61
09-Jun-2016,"2,115.48",-3.64,-0.17%,"2,115.65","2,107.73","2,117.64",-0.17,9.91
08-Jun-2016,"2,119.12",+6.99,+0.33%,"2,112.71","2,112.71","2,120.55",6.41,7.84
07-Jun-2016,"2,112.13",+2.72,+0.13%,"2,110.18","2,110.18","2,119.22",1.95,9.04
06-Jun-2016,"2,109.41",+10.28,+0.49%,"2,100.83","2,100.83","2,113.36",8.58,12.53
03-Jun-2016,"2,099.13",-6.13,-0.29%,"2,104.07","2,085.36","2,104.07",-4.94,18.71
02-Jun-2016,"2,105.26",+5.93,+0.28%,"2,097.71","2,088.59","2,105.26",7.55,16.67
01-Jun-2016,"2,099.33",+2.37,+0.11%,"2,093.94","2,085.10","2,100.97",5.39,15.87
31-May-2016,"2,096.96",-2.10,-0.10%,"2,100.13","2,088.66","2,103.48",-3.17,14.82
27-May-2016,"2,099.06",+8.96,+0.43%,"2,090.06","2,090.06","2,099.06",9.00,9.00
26-May-2016,"2,090.10",-0.44,-0.02%,"2,091.44","2,087.08","2,094.30",-1.34,7.22
25-May-2016,"2,090.54",+14.48,+0.70%,"2,078.93","2,078.93","2,094.73",11.61,15.80
24-May-2016,"2,076.06",+28.02,+1.37%,"2,052.65","2,052.65","2,079.67",23.41,27.02
23-May-2016,"2,048.04",-4.28,-0.21%,"2,052.23","2,047.26","2,055.58",-4.19,8.32
20-May-2016,"2,052.32",+12.28,+0.60%,"2,041.88","2,041.88","2,058.35",10.44,16.47
19-May-2016,"2,040.04",-7.59,-0.37%,"2,044.21","2,025.91","2,044.21",-4.17,18.30
18-May-2016,"2,047.63",+0.42,+0.02%,"2,044.38","2,034.49","2,060.61",3.25,26.12
17-May-2016,"2,047.21",-19.45,-0.94%,"2,065.04","2,040.82","2,065.69",-17.83,24.87
16-May-2016,"2,066.66",+20.05,+0.98%,"2,046.53","2,046.53","2,071.88",20.13,25.35
13-May-2016,"2,046.61",-17.50,-0.85%,"2,062.50","2,043.13","2,066.79",-15.89,23.66
12-May-2016,"2,064.11",-0.35,-0.02%,"2,067.17","2,053.13","2,073.99",-3.06,20.86
11-May-2016,"2,064.46",-19.93,-0.96%,"2,083.29","2,064.46","2,083.29",-18.83,18.83
10-May-2016,"2,084.39",+25.70,+1.25%,"2,062.63","2,062.63","2,084.87",21.76,22.24
09-May-2016,"2,058.69",+1.55,+0.08%,"2,057.55","2,054.31","2,064.15",1.14,9.84
06-May-2016,"2,057.14",+6.51,+0.32%,"2,047.77","2,039.45","2,057.72",9.37,18.27
05-May-2016,"2,050.63",-0.49,-0.02%,"2,052.95","2,045.77","2,060.23",-2.32,14.46
04-May-2016,"2,051.12",-12.25,-0.59%,"2,060.30","2,045.55","2,060.30",-9.18,14.75
03-May-2016,"2,063.37",-18.06,-0.87%,"2,077.18","2,054.89","2,077.18",-13.81,22.29
02-May-2016,"2,081.43",+16.13,+0.78%,"2,067.17","2,066.11","2,083.42",14.26,17.31
29-Apr-2016,"2,065.30",-10.51,-0.51%,"2,071.82","2,052.28","2,073.85",-6.52,21.57
28-Apr-2016,"2,075.81",-19.34,-0.92%,"2,090.93","2,071.62","2,099.30",-15.12,27.68
27-Apr-2016,"2,095.15",+3.45,+0.16%,"2,092.33","2,082.31","2,099.89",2.82,17.58
26-Apr-2016,"2,091.70",+3.91,+0.19%,"2,089.84","2,085.80","2,096.87",1.86,11.07
25-Apr-2016,"2,087.79",-3.79,-0.18%,"2,089.37","2,077.52","2,089.37",-1.58,11.85
22-Apr-2016,"2,091.58",+0.10,+0.00%,"2,091.49","2,081.20","2,094.32",0.09,13.12
21-Apr-2016,"2,091.48",-10.92,-0.52%,"2,102.09","2,088.52","2,103.78",-10.61,15.26
20-Apr-2016,"2,102.40",+1.60,+0.08%,"2,101.52","2,096.32","2,111.05",0.88,14.73
19-Apr-2016,"2,100.80",+6.46,+0.31%,"2,096.05","2,091.68","2,104.05",4.75,12.37
18-Apr-2016,"2,094.34",+13.61,+0.65%,"2,078.83","2,073.65","2,094.66",15.51,21.01
15-Apr-2016,"2,080.73",-2.05,-0.10%,"2,083.10","2,076.31","2,083.22",-2.37,6.91
14-Apr-2016,"2,082.78",+0.36,+0.02%,"2,082.89","2,078.13","2,087.84",-0.11,9.71
13-Apr-2016,"2,082.42",+20.70,+1.00%,"2,065.92","2,065.92","2,083.18",16.50,17.26
12-Apr-2016,"2,061.72",+19.73,+0.97%,"2,043.72","2,039.74","2,065.05",18.00,25.31
11-Apr-2016,"2,041.99",-5.61,-0.27%,"2,050.23","2,041.88","2,062.93",-8.24,21.05
08-Apr-2016,"2,047.60",+5.69,+0.28%,"2,045.54","2,041.69","2,060.63",2.06,18.94
07-Apr-2016,"2,041.91",-24.75,-1.20%,"2,063.01","2,033.80","2,063.01",-21.10,29.21
06-Apr-2016,"2,066.66",+21.49,+1.05%,"2,045.56","2,043.09","2,067.33",21.10,24.24
05-Apr-2016,"2,045.17",-20.96,-1.01%,"2,062.50","2,042.56","2,062.50",-17.33,19.94
04-Apr-2016,"2,066.13",-6.65,-0.32%,"2,073.19","2,062.57","2,074.02",-7.06,11.45
01-Apr-2016,"2,072.78",+13.04,+0.63%,"2,056.62","2,043.98","2,075.07",16.16,31.09
31-Mar-2016,"2,059.74",-4.21,-0.20%,"2,063.77","2,057.46","2,067.92",-4.03,10.46
30-Mar-2016,"2,063.95",+8.94,+0.44%,"2,058.27","2,058.27","2,072.21",5.68,13.94
29-Mar-2016,"2,055.01",+17.96,+0.88%,"2,035.75","2,028.31","2,055.91",19.26,27.60
28-Mar-2016,"2,037.05",+1.11,+0.05%,"2,037.89","2,031.96","2,042.67",-0.84,10.71
24-Mar-2016,"2,035.94",-0.77,-0.04%,"2,032.48","2,022.49","2,036.04",3.46,13.55
23-Mar-2016,"2,036.71",-13.09,-0.64%,"2,048.55","2,034.86","2,048.55",-11.84,13.69
22-Mar-2016,"2,049.80",-1.80,-0.09%,"2,048.64","2,040.57","2,056.60",1.16,16.03
21-Mar-2016,"2,051.60",+2.02,+0.10%,"2,047.88","2,043.14","2,053.91",3.72,10.77
18-Mar-2016,"2,049.58",+8.99,+0.44%,"2,041.16","2,041.16","2,052.36",8.42,11.20
17-Mar-2016,"2,040.59",+13.37,+0.66%,"2,026.90","2,022.16","2,046.24",13.69,24.08
16-Mar-2016,"2,027.22",+11.29,+0.56%,"2,014.24","2,010.04","2,032.02",12.98,21.98
15-Mar-2016,"2,015.93",-3.71,-0.18%,"2,015.27","2,005.23","2,015.94",0.66,10.71
14-Mar-2016,"2,019.64",-2.55,-0.13%,"2,019.27","2,012.05","2,024.57",0.37,12.52
11-Mar-2016,"2,022.19",+32.62,+1.64%,"1,994.71","1,994.71","2,022.37",27.48,27.66
10-Mar-2016,"1,989.57",+0.31,+0.02%,"1,990.97","1,969.25","2,005.08",-1.40,35.83
09-Mar-2016,"1,989.26",+10.00,+0.51%,"1,981.44","1,979.84","1,992.69",7.82,12.85
08-Mar-2016,"1,979.26",-22.50,-1.12%,"1,996.88","1,977.43","1,996.88",-17.62,19.45
07-Mar-2016,"2,001.76",+1.77,+0.09%,"1,996.11","1,989.38","2,006.12",5.65,16.74
04-Mar-2016,"1,999.99",+6.59,+0.33%,"1,994.01","1,986.77","2,009.13",5.98,22.36
03-Mar-2016,"1,993.40",+6.95,+0.35%,"1,985.60","1,977.37","1,993.69",7.80,16.32
02-Mar-2016,"1,986.45",+8.10,+0.41%,"1,976.60","1,968.80","1,986.51",9.85,17.71
01-Mar-2016,"1,978.35",+46.12,+2.39%,"1,937.09","1,937.09","1,978.35",41.26,41.26
29-Feb-2016,"1,932.23",-15.82,-0.81%,"1,947.13","1,931.81","1,958.27",-14.90,26.46
26-Feb-2016,"1,948.05",-3.65,-0.19%,"1,954.95","1,945.78","1,962.96",-6.90,17.18
25-Feb-2016,"1,951.70",+21.90,+1.13%,"1,931.87","1,925.41","1,951.83",19.83,26.42
24-Feb-2016,"1,929.80",+8.53,+0.44%,"1,917.56","1,891.00","1,932.08",12.24,41.08
23-Feb-2016,"1,921.27",-24.23,-1.25%,"1,942.38","1,919.44","1,942.38",-21.11,22.94
22-Feb-2016,"1,945.50",+27.72,+1.45%,"1,924.44","1,924.44","1,946.70",21.06,22.26
19-Feb-2016,"1,917.78",-0.05,-0.00%,"1,916.74","1,902.17","1,918.78",1.04,16.61
18-Feb-2016,"1,917.83",-8.99,-0.47%,"1,927.57","1,915.09","1,930.00",-9.74,14.91
17-Feb-2016,"1,926.82",+31.24,+1.65%,"1,898.80","1,898.80","1,930.68",28.02,31.88
16-Feb-2016,"1,895.58",+30.80,+1.65%,"1,871.44","1,871.44","1,895.77",24.14,24.33
12-Feb-2016,"1,864.78",+35.70,+1.95%,"1,833.40","1,833.40","1,864.78",31.38,31.38
11-Feb-2016,"1,829.08",-22.78,-1.23%,"1,847.00","1,810.10","1,847.00",-17.92,36.90
10-Feb-2016,"1,851.86",-0.35,-0.02%,"1,857.10","1,850.32","1,881.60",-5.24,31.28
09-Feb-2016,"1,852.21",-1.23,-0.07%,"1,848.46","1,834.94","1,868.25",3.75,33.31
08-Feb-2016,"1,853.44",-26.61,-1.42%,"1,873.25","1,828.46","1,873.25",-19.81,44.79
05-Feb-2016,"1,880.05",-35.40,-1.85%,"1,913.07","1,872.65","1,913.07",-33.02,40.42
04-Feb-2016,"1,915.45",+2.92,+0.15%,"1,911.67","1,900.52","1,927.35",3.78,26.83
03-Feb-2016,"1,912.53",+9.50,+0.50%,"1,907.07","1,872.23","1,918.01",5.46,45.78
02-Feb-2016,"1,903.03",-36.35,-1.87%,"1,935.26","1,897.29","1,935.26",-32.23,37.97
01-Feb-2016,"1,939.38",-0.86,-0.04%,"1,936.94","1,920.30","1,947.20",2.44,26.90
29-Jan-2016,"1,940.24",+46.88,+2.48%,"1,894.00","1,894.00","1,940.24",46.24,46.24
28-Jan-2016,"1,893.36",+10.41,+0.55%,"1,885.22","1,873.65","1,902.96",8.14,29.31
27-Jan-2016,"1,882.95",-20.68,-1.09%,"1,902.52","1,872.70","1,916.99",-19.57,44.29
26-Jan-2016,"1,903.63",+26.55,+1.41%,"1,878.79","1,878.79","1,906.73",24.84,27.94
25-Jan-2016,"1,877.08",-29.82,-1.56%,"1,906.28","1,875.97","1,906.28",-29.20,30.31
22-Jan-2016,"1,906.90",+37.91,+2.03%,"1,877.40","1,877.40","1,908.85",29.50,31.45
21-Jan-2016,"1,868.99",+9.66,+0.52%,"1,861.46","1,848.98","1,889.85",7.53,40.87
20-Jan-2016,"1,859.33",-22.00,-1.17%,"1,876.18","1,812.29","1,876.18",-16.85,63.89
19-Jan-2016,"1,881.33",+1.00,+0.05%,"1,888.66","1,864.60","1,901.44",-7.33,36.84
15-Jan-2016,"1,880.33",-41.51,-2.16%,"1,916.68","1,857.83","1,916.68",-36.35,58.85
14-Jan-2016,"1,921.84",+31.56,+1.67%,"1,891.68","1,878.93","1,934.47",30.16,55.54
13-Jan-2016,"1,890.28",-48.40,-2.50%,"1,940.34","1,886.41","1,950.33",-50.06,63.92
12-Jan-2016,"1,938.68",+15.01,+0.78%,"1,927.83","1,914.35","1,947.38",10.85,33.03
11-Jan-2016,"1,923.67",+1.64,+0.09%,"1,926.12","1,901.10","1,935.65",-2.45,34.55
08-Jan-2016,"1,922.03",-21.06,-1.08%,"1,945.97","1,918.46","1,960.40",-23.94,41.94
07-Jan-2016,"1,943.09",-47.17,-2.37%,"1,985.32","1,938.83","1,985.32",-42.23,46.49
06-Jan-2016,"1,990.26",-26.45,-1.31%,"2,011.71","1,979.05","2,011.71",-21.45,32.66
05-Jan-2016,"2,016.71",+4.05,+0.20%,"2,013.78","2,004.17","2,021.94",2.93,17.77
04-Jan-2016,"2,012.66",-31.28,-1.53%,"2,038.20","1,989.68","2,038.20",-25.54,48.52
31-Dec-2015,"2,043.94",-19.42,-0.94%,"2,060.59","2,043.62","2,062.54",-16.65,18.92
30-Dec-2015,"2,063.36",-15.00,-0.72%,"2,077.34","2,061.97","2,077.34",-13.98,15.37
29-Dec-2015,"2,078.36",+21.86,+1.06%,"2,060.54","2,060.54","2,081.56",17.82,21.02
28-Dec-2015,"2,056.50",-4.49,-0.22%,"2,057.77","2,044.20","2,057.77",-1.27,13.57
24-Dec-2015,"2,060.99",-3.30,-0.16%,"2,063.52","2,058.73","2,067.36",-2.53,8.63
23-Dec-2015,"2,064.29",+25.32,+1.24%,"2,042.20","2,042.20","2,064.73",22.09,22.53
22-Dec-2015,"2,038.97",+17.82,+0.88%,"2,023.15","2,020.49","2,042.74",15.82,22.25
21-Dec-2015,"2,021.15",+15.60,+0.78%,"2,010.27","2,005.93","2,022.90",10.88,16.97
18-Dec-2015,"2,005.55",-36.34,-1.78%,"2,040.81","2,005.33","2,040.81",-35.26,35.48
17-Dec-2015,"2,041.89",-31.18,-1.50%,"2,073.76","2,041.66","2,076.37",-31.87,34.71
16-Dec-2015,"2,073.07",+29.66,+1.45%,"2,046.50","2,042.43","2,076.72",26.57,34.29
15-Dec-2015,"2,043.41",+21.47,+1.06%,"2,025.55","2,025.55","2,053.87",17.86,28.32
14-Dec-2015,"2,021.94",+9.57,+0.48%,"2,013.37","1,993.26","2,022.92",8.57,29.66
11-Dec-2015,"2,012.37",-39.86,-1.94%,"2,047.27","2,008.80","2,047.27",-34.90,38.47
10-Dec-2015,"2,052.23",+4.61,+0.23%,"2,047.93","2,045.67","2,067.65",4.30,21.98
09-Dec-2015,"2,047.62",-15.97,-0.77%,"2,061.17","2,036.53","2,080.33",-13.55,43.80
08-Dec-2015,"2,063.59",-13.48,-0.65%,"2,073.39","2,052.32","2,073.85",-9.80,21.53
07-Dec-2015,"2,077.07",-14.62,-0.70%,"2,090.42","2,066.78","2,090.42",-13.35,23.64
04-Dec-2015,"2,091.69",+42.07,+2.05%,"2,051.24","2,051.24","2,093.84",40.45,42.60
03-Dec-2015,"2,049.62",-29.89,-1.44%,"2,080.71","2,042.35","2,085.00",-31.09,42.65
02-Dec-2015,"2,079.51",-23.12,-1.10%,"2,101.71","2,077.11","2,104.27",-22.20,27.16
01-Dec-2015,"2,102.63",+22.22,+1.07%,"2,082.93","2,082.93","2,103.37",19.70,20.44
30-Nov-2015,"2,080.41",-9.70,-0.46%,"2,090.95","2,080.41","2,093.81",-10.54,13.40
27-Nov-2015,"2,090.11",+1.24,+0.06%,"2,088.82","2,084.13","2,093.29",1.29,9.16
25-Nov-2015,"2,088.87",-0.27,-0.01%,"2,089.30","2,086.30","2,093.00",-0.43,6.70
24-Nov-2015,"2,089.14",+2.55,+0.12%,"2,084.42","2,070.29","2,094.12",4.72,23.83
23-Nov-2015,"2,086.59",-2.58,-0.12%,"2,089.41","2,081.39","2,095.61",-2.82,14.22
20-Nov-2015,"2,089.17",+7.93,+0.38%,"2,082.82","2,082.82","2,097.06",6.35,14.24
19-Nov-2015,"2,081.24",-2.34,-0.11%,"2,083.70","2,078.76","2,086.74",-2.46,7.98
18-Nov-2015,"2,083.58",+33.14,+1.62%,"2,051.99","2,051.99","2,085.31",31.59,33.32
17-Nov-2015,"2,050.44",-2.75,-0.13%,"2,053.67","2,045.90","2,066.69",-3.23,20.79
16-Nov-2015,"2,053.19",+30.15,+1.49%,"2,022.08","2,019.39","2,053.22",31.11,33.83
13-Nov-2015,"2,023.04",-22.93,-1.12%,"2,044.64","2,022.02","2,044.64",-21.60,22.62
12-Nov-2015,"2,045.97",-29.03,-1.40%,"2,072.29","2,045.66","2,072.29",-26.32,26.63
11-Nov-2015,"2,075.00",-6.72,-0.32%,"2,083.41","2,074.85","2,086.94",-8.41,12.09
10-Nov-2015,"2,081.72",+3.14,+0.15%,"2,077.19","2,069.91","2,083.67",4.53,13.76
09-Nov-2015,"2,078.58",-20.62,-0.98%,"2,096.56","2,068.24","2,096.56",-17.98,28.32
06-Nov-2015,"2,099.20",-0.73,-0.03%,"2,098.60","2,083.74","2,101.91",0.60,18.17
05-Nov-2015,"2,099.93",-2.38,-0.11%,"2,101.68","2,090.41","2,108.78",-1.75,18.37
04-Nov-2015,"2,102.31",-7.48,-0.35%,"2,110.60","2,096.98","2,114.59",-8.29,17.61
03-Nov-2015,"2,109.79",+5.74,+0.27%,"2,102.63","2,097.51","2,116.48",7.16,18.97
02-Nov-2015,"2,104.05",+24.69,+1.19%,"2,080.76","2,080.76","2,106.20",23.29,25.44
30-Oct-2015,"2,079.36",-10.05,-0.48%,"2,090.00","2,079.34","2,094.32",-10.64,14.98
29-Oct-2015,"2,089.41",-0.94,-0.04%,"2,088.35","2,082.63","2,092.52",1.06,9.89
28-Oct-2015,"2,090.35",+24.46,+1.18%,"2,066.48","2,063.11","2,090.35",23.87,27.24
27-Oct-2015,"2,065.89",-5.29,-0.26%,"2,068.75","2,058.84","2,070.37",-2.86,11.53
26-Oct-2015,"2,071.18",-3.97,-0.19%,"2,075.08","2,066.53","2,075.14",-3.90,8.61
23-Oct-2015,"2,075.15",+22.64,+1.10%,"2,058.19","2,058.19","2,079.74",16.96,21.55
22-Oct-2015,"2,052.51",+33.57,+1.66%,"2,021.88","2,021.88","2,055.20",30.63,33.32
21-Oct-2015,"2,018.94",-11.83,-0.58%,"2,033.47","2,017.22","2,037.97",-14.53,20.75
20-Oct-2015,"2,030.77",-2.89,-0.14%,"2,033.13","2,026.61","2,039.12",-2.36,12.51
19-Oct-2015,"2,033.66",+0.55,+0.03%,"2,031.73","2,022.31","2,034.45",1.93,12.14
16-Oct-2015,"2,033.11",+9.25,+0.46%,"2,024.37","2,020.46","2,033.54",8.74,13.08
15-Oct-2015,"2,023.86",+29.62,+1.49%,"1,996.47","1,996.47","2,024.15",27.39,27.68
14-Oct-2015,"1,994.24",-9.45,-0.47%,"2,003.66","1,990.73","2,009.56",-9.42,18.83
13-Oct-2015,"2,003.69",-13.77,-0.68%,"2,015.00","2,001.78","2,022.34",-11.31,20.56
12-Oct-2015,"2,017.46",+2.57,+0.13%,"2,015.65","2,010.55","2,018.66",1.81,8.11
09-Oct-2015,"2,014.89",+1.46,+0.07%,"2,013.73","2,007.61","2,020.13",1.16,12.52
08-Oct-2015,"2,013.43",+17.60,+0.88%,"1,994.01","1,987.53","2,016.50",19.42,28.97
07-Oct-2015,"1,995.83",+15.91,+0.80%,"1,982.34","1,976.44","1,999.31",13.49,22.87
06-Oct-2015,"1,979.92",-7.13,-0.36%,"1,986.63","1,971.99","1,991.62",-6.71,19.63
05-Oct-2015,"1,987.05",+35.69,+1.83%,"1,954.33","1,954.33","1,989.17",32.72,34.84
02-Oct-2015,"1,951.36",+27.54,+1.43%,"1,921.77","1,893.70","1,951.36",29.59,57.66
01-Oct-2015,"1,923.82",+3.79,+0.20%,"1,919.65","1,900.70","1,927.21",4.17,26.51
30-Sep-2015,"1,920.03",+35.94,+1.91%,"1,887.14","1,887.14","1,920.53",32.89,33.39
29-Sep-2015,"1,884.09",+2.32,+0.12%,"1,881.90","1,871.91","1,899.48",2.19,27.57
28-Sep-2015,"1,881.77",-49.57,-2.57%,"1,929.18","1,879.21","1,929.18",-47.41,49.97
25-Sep-2015,"1,931.34",-0.90,-0.05%,"1,935.93","1,921.50","1,952.89",-4.59,31.39
24-Sep-2015,"1,932.24",-6.52,-0.34%,"1,934.81","1,908.92","1,937.17",-2.57,28.25
23-Sep-2015,"1,938.76",-3.98,-0.20%,"1,943.24","1,932.57","1,949.52",-4.48,16.95
22-Sep-2015,"1,942.74",-24.23,-1.23%,"1,961.39","1,929.22","1,961.39",-18.65,32.17
21-Sep-2015,"1,966.97",+8.94,+0.46%,"1,960.84","1,955.80","1,979.64",6.13,23.84
18-Sep-2015,"1,958.03",-32.17,-1.62%,"1,989.66","1,953.45","1,989.66",-31.63,36.21
17-Sep-2015,"1,990.20",-5.11,-0.26%,"1,995.33","1,986.73","2,020.86",-5.13,34.13
16-Sep-2015,"1,995.31",+17.22,+0.87%,"1,978.02","1,977.93","1,997.26",17.29,19.33
15-Sep-2015,"1,978.09",+25.06,+1.28%,"1,955.10","1,954.30","1,983.19",22.99,28.89
14-Sep-2015,"1,953.03",-8.02,-0.41%,"1,963.06","1,948.27","1,963.06",-10.03,14.79
11-Sep-2015,"1,961.05",+8.76,+0.45%,"1,951.45","1,939.19","1,961.05",9.60,21.86
10-Sep-2015,"1,952.29",+10.25,+0.53%,"1,941.59","1,937.19","1,965.29",10.70,28.10
09-Sep-2015,"1,942.04",-27.37,-1.39%,"1,971.45","1,937.88","1,988.63",-29.41,50.75
08-Sep-2015,"1,969.41",+48.19,+2.51%,"1,927.30","1,927.30","1,970.42",42.11,43.12
04-Sep-2015,"1,921.22",-29.91,-1.53%,"1,947.76","1,911.21","1,947.76",-26.54,36.55
03-Sep-2015,"1,951.13",+2.27,+0.12%,"1,950.79","1,944.72","1,975.01",0.34,30.29
02-Sep-2015,"1,948.86",+35.01,+1.83%,"1,916.52","1,916.52","1,948.91",32.34,32.39
01-Sep-2015,"1,913.85",-58.33,-2.96%,"1,970.09","1,903.07","1,970.09",-56.24,67.02
31-Aug-2015,"1,972.18",-16.69,-0.84%,"1,986.73","1,965.98","1,986.73",-14.55,20.75
28-Aug-2015,"1,988.87",+1.21,+0.06%,"1,986.06","1,975.19","1,993.48",2.81,18.29
27-Aug-2015,"1,987.66",+47.15,+2.43%,"1,942.77","1,942.77","1,989.60",44.89,46.83
26-Aug-2015,"1,940.51",+72.90,+3.90%,"1,872.75","1,872.75","1,943.09",67.76,70.34
25-Aug-2015,"1,867.61",-25.60,-1.35%,"1,898.08","1,867.08","1,948.04",-30.47,80.96
24-Aug-2015,"1,893.21",-77.68,-3.94%,"1,965.15","1,867.01","1,965.15",-71.94,98.14
21-Aug-2015,"1,970.89",-64.84,-3.19%,"2,034.08","1,970.89","2,034.08",-63.19,63.19
20-Aug-2015,"2,035.73",-43.88,-2.11%,"2,076.61","2,035.73","2,076.61",-40.88,40.88
19-Aug-2015,"2,079.61",-17.31,-0.83%,"2,095.69","2,070.53","2,096.17",-16.08,25.64
18-Aug-2015,"2,096.92",-5.52,-0.26%,"2,101.99","2,094.14","2,103.47",-5.07,9.33
17-Aug-2015,"2,102.44",+10.90,+0.52%,"2,089.70","2,079.30","2,102.87",12.74,23.57
14-Aug-2015,"2,091.54",+8.15,+0.39%,"2,083.15","2,080.61","2,092.45",8.39,11.84
13-Aug-2015,"2,083.39",-2.66,-0.13%,"2,086.19","2,078.26","2,092.93",-2.80,14.67
12-Aug-2015,"2,086.05",+1.98,+0.10%,"2,081.10","2,052.09","2,089.06",4.95,36.97
11-Aug-2015,"2,084.07",-20.11,-0.96%,"2,102.66","2,076.49","2,102.66",-18.59,26.17
10-Aug-2015,"2,104.18",+26.61,+1.28%,"2,080.98","2,080.98","2,105.35",23.20,24.37
07-Aug-2015,"2,077.57",-5.99,-0.29%,"2,082.61","2,067.91","2,082.61",-5.04,14.70
06-Aug-2015,"2,083.56",-16.28,-0.78%,"2,100.75","2,075.53","2,103.32",-17.19,27.79
05-Aug-2015,"2,099.84",+6.52,+0.31%,"2,095.27","2,095.27","2,112.66",4.57,17.39
04-Aug-2015,"2,093.32",-4.72,-0.22%,"2,097.68","2,088.60","2,102.51",-4.36,13.91
03-Aug-2015,"2,098.04",-5.80,-0.28%,"2,104.49","2,087.31","2,105.70",-6.45,18.39
31-Jul-2015,"2,103.84",-4.79,-0.23%,"2,111.60","2,102.07","2,114.24",-7.76,12.17
30-Jul-2015,"2,108.63",+0.06,+0.00%,"2,106.78","2,094.97","2,110.48",1.85,15.51
29-Jul-2015,"2,108.57",+15.32,+0.73%,"2,094.70","2,094.08","2,110.60",13.87,16.52
28-Jul-2015,"2,093.25",+25.61,+1.24%,"2,070.75","2,069.09","2,095.60",22.50,26.51
27-Jul-2015,"2,067.64",-12.01,-0.58%,"2,078.19","2,063.52","2,078.19",-10.55,14.67
24-Jul-2015,"2,079.65",-22.50,-1.07%,"2,102.24","2,077.09","2,106.01",-22.59,28.92
23-Jul-2015,"2,102.15",-12.00,-0.57%,"2,114.16","2,098.63","2,116.87",-12.01,18.24
22-Jul-2015,"2,114.15",-5.06,-0.24%,"2,118.21","2,110.00","2,118.51",-4.06,8.51
21-Jul-2015,"2,119.21",-9.07,-0.43%,"2,127.55","2,115.40","2,128.49",-8.34,13.09
20-Jul-2015,"2,128.28",+1.64,+0.08%,"2,126.85","2,123.65","2,132.82",1.43,9.17
17-Jul-2015,"2,126.64",+2.35,+0.11%,"2,126.80","2,119.88","2,128.91",-0.16,9.03
16-Jul-2015,"2,124.29",+16.89,+0.80%,"2,110.55","2,110.55","2,124.42",13.74,13.87
15-Jul-2015,"2,107.40",-1.55,-0.07%,"2,109.01","2,102.49","2,114.14",-1.61,11.65
14-Jul-2015,"2,108.95",+9.35,+0.45%,"2,099.72","2,098.18","2,111.98",9.23,13.80
13-Jul-2015,"2,099.60",+22.98,+1.11%,"2,080.03","2,080.03","2,100.67",19.57,20.64
10-Jul-2015,"2,076.62",+25.31,+1.23%,"2,052.74","2,052.74","2,081.31",23.88,28.57
09-Jul-2015,"2,051.31",+4.63,+0.23%,"2,049.73","2,049.73","2,074.28",1.58,24.55
08-Jul-2015,"2,046.68",-34.66,-1.67%,"2,077.66","2,044.66","2,077.66",-30.98,33.00
07-Jul-2015,"2,081.34",+12.58,+0.61%,"2,069.52","2,044.02","2,083.74",11.82,39.72
06-Jul-2015,"2,068.76",-8.02,-0.39%,"2,073.95","2,058.40","2,078.61",-5.19,20.21
02-Jul-2015,"2,076.78",-0.64,-0.03%,"2,078.03","2,071.02","2,085.06",-1.25,14.04
01-Jul-2015,"2,077.42",+14.31,+0.69%,"2,067.00","2,067.00","2,082.78",10.42,15.78
30-Jun-2015,"2,063.11",+5.47,+0.27%,"2,061.19","2,056.32","2,074.28",1.92,17.96
29-Jun-2015,"2,057.64",-43.85,-2.09%,"2,098.63","2,056.64","2,098.63",-40.99,41.99
