Exchange Date,Close,Net,%Chg,Open,Low,High,O-C,H-L
04-Mar-2009,712.87,+16.54,+2.38%,698.60,698.60,724.12,14.27,25.52
03-Mar-2009,696.33,-4.49,-0.64%,704.44,692.30,711.67,-8.11,19.37
02-Mar-2009,700.82,-34.27,-4.66%,729.57,699.70,729.57,-28.75,29.87
27-Feb-2009,735.09,-17.74,-2.36%,749.93,734.52,751.27,-14.84,16.75
26-Feb-2009,752.83,-12.07,-1.58%,765.76,751.75,779.42,-12.93,27.67
25-Feb-2009,764.90,-8.24,-1.07%,770.64,752.89,780.12,-5.74,27.23
24-Feb-2009,773.14,+29.81,+4.01%,744.69,744.69,775.49,28.45,30.80
23-Feb-2009,743.33,-26.72,-3.47%,773.25,742.37,777.85,-29.92,35.48
20-Feb-2009,770.05,-8.89,-1.14%,775.87,754.25,778.69,-5.82,24.44
19-Feb-2009,778.94,-9.48,-1.20%,787.91,777.03,797.58,-8.97,20.55
18-Feb-2009,788.42,-0.75,-0.10%,791.06,780.43,796.17,-2.64,15.74
17-Feb-2009,789.17,-37.67,-4.56%,818.61,789.17,818.61,-29.44,29.44
13-Feb-2009,826.84,-8.35,-1.00%,833.95,825.21,839.43,-7.11,14.22
12-Feb-2009,835.19,+1.45,+0.17%,829.91,808.06,835.48,5.28,27.42
11-Feb-2009,833.74,+6.58,+0.80%,827.41,822.30,838.22,6.33,15.92
10-Feb-2009,827.16,-42.73,-4.91%,866.87,822.99,868.05,-39.71,45.06
09-Feb-2009,869.89,+1.29,+0.15%,868.24,861.65,875.01,1.65,13.36
06-Feb-2009,868.60,+22.75,+2.69%,846.09,845.42,870.75,22.51,25.33
05-Feb-2009,845.85,+13.62,+1.64%,831.75,819.91,850.55,14.10,30.64
04-Feb-2009,832.23,-6.28,-0.75%,837.77,829.18,851.85,-5.54,22.67
03-Feb-2009,838.51,+13.07,+1.58%,825.69,821.98,842.60,12.82,20.62
02-Feb-2009,825.44,-0.44,-0.05%,823.09,812.87,830.78,2.35,17.91
30-Jan-2009,825.88,-19.26,-2.28%,845.69,821.67,851.66,-19.81,29.99
29-Jan-2009,845.14,-28.95,-3.31%,868.89,844.15,868.89,-23.75,24.74
28-Jan-2009,874.09,+28.38,+3.36%,845.73,845.73,877.86,28.36,32.13
27-Jan-2009,845.71,+9.14,+1.09%,837.30,835.40,850.45,8.41,15.05
26-Jan-2009,836.57,+4.62,+0.56%,832.50,827.69,852.53,4.07,24.84
23-Jan-2009,831.95,+4.45,+0.54%,822.16,806.07,838.61,9.79,32.54
22-Jan-2009,827.50,-12.74,-1.52%,839.74,811.29,839.74,-12.24,28.45
21-Jan-2009,840.24,+35.02,+4.35%,806.77,804.30,841.72,33.47,37.42
20-Jan-2009,805.22,-44.90,-5.28%,849.64,804.47,849.64,-44.42,45.17
16-Jan-2009,850.12,+6.38,+0.76%,844.45,830.66,858.13,5.67,27.47
15-Jan-2009,843.74,+1.12,+0.13%,841.99,817.04,851.59,1.75,34.55
14-Jan-2009,842.62,-29.17,-3.35%,867.28,836.93,867.28,-24.66,30.35
13-Jan-2009,871.79,+1.53,+0.18%,869.79,862.02,877.02,2.00,15.00
12-Jan-2009,870.26,-20.09,-2.26%,890.40,864.32,890.40,-20.14,26.08
09-Jan-2009,890.35,-19.38,-2.13%,909.91,888.31,911.93,-19.56,23.62
08-Jan-2009,909.73,+3.08,+0.34%,905.73,896.81,910.00,4.00,13.19
07-Jan-2009,906.65,-28.05,-3.00%,927.45,902.37,927.45,-20.80,25.08
06-Jan-2009,934.70,+7.25,+0.78%,931.17,927.28,943.85,3.53,16.57
05-Jan-2009,927.45,-4.35,-0.47%,929.17,919.53,936.63,-1.72,17.10
02-Jan-2009,931.80,+28.55,+3.16%,902.99,899.35,934.73,28.81,35.38
31-Dec-2008,903.25,+12.61,+1.42%,890.59,889.67,910.32,12.66,20.65
30-Dec-2008,890.64,+21.22,+2.44%,870.58,870.58,891.12,20.06,20.54
29-Dec-2008,869.42,-3.38,-0.39%,872.37,857.07,873.70,-2.95,16.63
26-Dec-2008,872.80,+4.65,+0.54%,869.51,866.52,873.74,3.29,7.22
24-Dec-2008,868.15,+4.99,+0.58%,863.87,861.44,869.79,4.28,8.35
23-Dec-2008,863.16,-8.47,-0.97%,874.31,860.10,880.44,-11.15,20.34
22-Dec-2008,871.63,-16.25,-1.83%,887.20,857.09,887.37,-15.57,30.28
19-Dec-2008,887.88,+2.60,+0.29%,886.96,883.02,905.47,0.92,22.45
18-Dec-2008,885.28,-19.14,-2.12%,905.98,877.44,911.02,-20.70,33.58
17-Dec-2008,904.42,-8.76,-0.96%,908.16,895.94,918.85,-3.74,22.91
16-Dec-2008,913.18,+44.61,+5.14%,871.53,871.53,914.66,41.65,43.13
15-Dec-2008,868.57,-11.16,-1.27%,881.07,857.72,884.63,-12.50,26.91
12-Dec-2008,879.73,+6.14,+0.70%,871.79,851.35,883.24,7.94,31.89
11-Dec-2008,873.59,-25.65,-2.85%,898.35,868.73,904.63,-24.76,35.90
10-Dec-2008,899.24,+10.57,+1.19%,892.17,885.45,908.27,7.07,22.82
09-Dec-2008,888.67,-21.03,-2.31%,906.48,885.38,916.26,-17.81,30.88
08-Dec-2008,909.70,+33.63,+3.84%,882.71,882.71,918.57,26.99,35.86
05-Dec-2008,876.07,+30.85,+3.65%,844.43,818.41,879.42,31.64,61.01
04-Dec-2008,845.22,-25.52,-2.93%,869.75,833.60,875.60,-24.53,42.00
03-Dec-2008,870.74,+21.93,+2.58%,843.60,827.60,873.12,27.14,45.52
02-Dec-2008,848.81,+32.60,+3.99%,817.94,817.94,850.54,30.87,32.60
01-Dec-2008,816.21,-80.03,-8.93%,888.61,815.69,888.61,-72.40,72.92
28-Nov-2008,896.24,+8.56,+0.96%,886.89,881.21,896.25,9.35,15.04
26-Nov-2008,887.68,+30.29,+3.53%,852.90,841.37,887.68,34.78,46.31
25-Nov-2008,857.39,+5.58,+0.66%,853.40,834.99,868.94,3.99,33.95
24-Nov-2008,851.81,+51.78,+6.47%,801.20,801.20,865.60,50.61,64.40
21-Nov-2008,800.03,+47.59,+6.32%,755.84,741.02,801.20,44.19,60.18
20-Nov-2008,752.44,-54.14,-6.71%,805.87,747.78,820.52,-53.43,72.74
19-Nov-2008,806.58,-52.54,-6.12%,859.03,806.18,864.57,-52.45,58.39
18-Nov-2008,859.12,+8.37,+0.98%,852.34,826.84,865.90,6.78,39.06
17-Nov-2008,850.75,-22.54,-2.58%,873.23,848.98,882.29,-22.48,33.31
14-Nov-2008,873.29,-38.00,-4.17%,904.36,869.88,916.88,-31.07,47.00
13-Nov-2008,911.29,+58.99,+6.92%,853.13,818.69,913.01,58.16,94.32
12-Nov-2008,852.30,-46.65,-5.19%,893.39,850.48,893.39,-41.09,42.91
11-Nov-2008,898.95,-20.26,-2.20%,917.15,884.90,917.15,-18.20,32.25
10-Nov-2008,919.21,-11.78,-1.27%,936.75,907.47,951.95,-17.54,44.48
07-Nov-2008,930.99,+26.11,+2.89%,907.44,906.90,931.46,23.55,24.56
06-Nov-2008,904.88,-47.89,-5.03%,952.40,899.73,952.40,-47.52,52.67
05-Nov-2008,952.77,-52.98,-5.27%,"1,001.84",949.86,"1,001.84",-49.07,51.98
04-Nov-2008,"1,005.75",+39.45,+4.08%,971.31,971.31,"1,007.51",34.44,36.20
03-Nov-2008,966.30,-2.45,-0.25%,968.67,958.82,975.57,-2.37,16.75
31-Oct-2008,968.75,+14.66,+1.54%,953.11,944.59,984.38,15.64,39.79
30-Oct-2008,954.09,+24.00,+2.58%,939.38,928.50,963.23,14.71,34.73
29-Oct-2008,930.09,-10.42,-1.11%,939.51,922.26,969.97,-9.42,47.71
28-Oct-2008,940.51,+91.59,+10.79%,848.92,845.27,940.51,91.59,95.24
27-Oct-2008,848.92,-27.85,-3.18%,874.28,846.75,893.78,-25.36,47.03
24-Oct-2008,876.77,-31.34,-3.45%,895.22,852.85,896.30,-18.45,43.45
23-Oct-2008,908.11,+11.33,+1.26%,899.08,858.44,922.83,9.03,64.39
22-Oct-2008,896.78,-58.27,-6.10%,951.67,875.81,951.67,-54.89,75.86
21-Oct-2008,955.05,-30.35,-3.08%,980.40,952.47,985.44,-25.35,32.97
20-Oct-2008,985.40,+44.85,+4.77%,943.51,943.51,985.40,41.89,41.89
17-Oct-2008,940.55,-5.88,-0.62%,942.29,918.74,984.64,-1.74,65.90
16-Oct-2008,946.43,+38.59,+4.25%,909.53,865.83,947.71,36.90,81.88
15-Oct-2008,907.84,-90.17,-9.03%,994.60,903.99,994.60,-86.76,90.61
14-Oct-2008,998.01,-5.34,-0.53%,"1,009.97",972.07,"1,044.31",-11.96,72.24
13-Oct-2008,"1,003.35",+104.13,+11.58%,912.75,912.75,"1,006.93",90.60,94.18
10-Oct-2008,899.22,-10.70,-1.18%,902.31,839.80,936.36,-3.09,96.56
09-Oct-2008,909.92,-75.02,-7.62%,988.42,909.19,"1,005.25",-78.50,96.06
08-Oct-2008,984.94,-11.29,-1.13%,988.91,970.97,"1,021.06",-3.97,50.09
07-Oct-2008,996.23,-60.66,-5.74%,"1,057.60",996.23,"1,072.91",-61.37,76.68
06-Oct-2008,"1,056.89",-42.34,-3.85%,"1,097.56","1,007.97","1,097.56",-40.67,89.59
03-Oct-2008,"1,099.23",-15.05,-1.35%,"1,115.16","1,098.14","1,153.82",-15.93,55.68
02-Oct-2008,"1,114.28",-46.78,-4.03%,"1,160.64","1,111.43","1,160.64",-46.36,49.21
01-Oct-2008,"1,161.06",-5.30,-0.45%,"1,164.17","1,140.77","1,167.03",-3.11,26.26
30-Sep-2008,"1,166.36",+59.97,+5.42%,"1,113.78","1,113.78","1,168.03",52.58,54.25
29-Sep-2008,"1,106.39",-106.62,-8.79%,"1,209.07","1,106.39","1,209.07",-102.68,102.68
26-Sep-2008,"1,213.01",+3.83,+0.32%,"1,204.47","1,187.54","1,215.77",8.54,28.23
25-Sep-2008,"1,209.18",+23.31,+1.97%,"1,187.87","1,187.87","1,220.03",21.31,32.16
24-Sep-2008,"1,185.87",-2.35,-0.20%,"1,188.79","1,179.79","1,197.41",-2.92,17.62
23-Sep-2008,"1,188.22",-18.87,-1.56%,"1,207.61","1,187.06","1,221.15",-19.39,34.09
22-Sep-2008,"1,207.09",-47.99,-3.82%,"1,255.37","1,205.61","1,255.37",-48.28,49.76
19-Sep-2008,"1,255.08",+48.57,+4.03%,"1,213.11","1,213.11","1,265.12",41.97,52.01
18-Sep-2008,"1,206.51",+50.12,+4.33%,"1,157.08","1,133.50","1,211.14",49.43,77.64
17-Sep-2008,"1,156.39",-57.20,-4.71%,"1,210.34","1,155.88","1,210.34",-53.95,54.46
16-Sep-2008,"1,213.59",+20.89,+1.75%,"1,188.31","1,169.28","1,214.84",25.28,45.56
15-Sep-2008,"1,192.70",-59.00,-4.71%,"1,250.92","1,192.70","1,250.92",-58.22,58.22
12-Sep-2008,"1,251.70",+2.65,+0.21%,"1,245.88","1,233.81","1,255.09",5.82,21.28
11-Sep-2008,"1,249.05",+17.01,+1.38%,"1,229.04","1,211.54","1,249.98",20.01,38.44
10-Sep-2008,"1,232.04",+7.53,+0.61%,"1,227.50","1,221.60","1,243.90",4.54,22.30
09-Sep-2008,"1,224.51",-43.28,-3.41%,"1,267.98","1,224.51","1,268.66",-43.47,44.15
08-Sep-2008,"1,267.79",+25.48,+2.05%,"1,249.50","1,247.12","1,274.42",18.29,27.30
05-Sep-2008,"1,242.31",+5.48,+0.44%,"1,233.21","1,217.23","1,244.94",9.10,27.71
04-Sep-2008,"1,236.83",-38.15,-2.99%,"1,271.80","1,232.83","1,271.80",-34.97,38.97
03-Sep-2008,"1,274.98",-2.60,-0.20%,"1,276.61","1,265.59","1,280.60",-1.63,15.01
02-Sep-2008,"1,277.58",-5.25,-0.41%,"1,287.83","1,272.20","1,303.04",-10.25,30.84
29-Aug-2008,"1,282.83",-17.85,-1.37%,"1,296.49","1,282.74","1,297.59",-13.66,14.85
28-Aug-2008,"1,300.68",+19.02,+1.48%,"1,283.79","1,283.79","1,300.68",16.89,16.89
27-Aug-2008,"1,281.66",+10.15,+0.80%,"1,271.29","1,270.03","1,285.05",10.37,15.02
26-Aug-2008,"1,271.51",+4.67,+0.37%,"1,267.03","1,263.21","1,275.65",4.48,12.44
25-Aug-2008,"1,266.84",-25.36,-1.96%,"1,290.47","1,264.87","1,290.47",-23.63,25.60
22-Aug-2008,"1,292.20",+14.48,+1.13%,"1,277.59","1,277.59","1,293.09",14.61,15.50
21-Aug-2008,"1,277.72",+3.18,+0.25%,"1,271.07","1,265.22","1,281.40",6.65,16.18
20-Aug-2008,"1,274.54",+7.85,+0.62%,"1,267.34","1,261.16","1,276.01",7.20,14.85
19-Aug-2008,"1,266.69",-11.91,-0.93%,"1,276.65","1,263.11","1,276.65",-9.96,13.54
18-Aug-2008,"1,278.60",-19.60,-1.51%,"1,298.14","1,274.51","1,300.22",-19.54,25.71
15-Aug-2008,"1,298.20",+5.27,+0.41%,"1,293.85","1,290.74","1,302.05",4.35,11.31
14-Aug-2008,"1,292.93",+7.10,+0.55%,"1,282.11","1,276.84","1,300.11",10.82,23.27
13-Aug-2008,"1,285.83",-3.76,-0.29%,"1,288.64","1,274.86","1,294.03",-2.81,19.17
12-Aug-2008,"1,289.59",-15.73,-1.21%,"1,304.79","1,285.64","1,304.79",-15.20,19.15
11-Aug-2008,"1,305.32",+9.00,+0.69%,"1,294.42","1,291.41","1,313.15",10.90,21.74
08-Aug-2008,"1,296.32",+30.25,+2.39%,"1,266.29","1,262.11","1,297.85",30.03,35.74
07-Aug-2008,"1,266.07",-23.12,-1.79%,"1,286.51","1,264.29","1,286.51",-20.44,22.22
06-Aug-2008,"1,289.19",+4.31,+0.34%,"1,283.99","1,276.00","1,291.67",5.20,15.67
05-Aug-2008,"1,284.88",+35.87,+2.87%,"1,254.87","1,254.67","1,284.88",30.01,30.21
04-Aug-2008,"1,249.01",-11.30,-0.90%,"1,260.16","1,247.45","1,260.49",-11.15,13.04
01-Aug-2008,"1,260.31",-7.07,-0.56%,"1,269.42","1,254.54","1,270.52",-9.11,15.98
31-Jul-2008,"1,267.38",-16.88,-1.31%,"1,281.37","1,265.97","1,284.93",-13.99,18.96
30-Jul-2008,"1,284.26",+21.06,+1.67%,"1,264.52","1,264.52","1,284.33",19.74,19.81
29-Jul-2008,"1,263.20",+28.83,+2.34%,"1,236.38","1,236.38","1,263.20",26.82,26.82
28-Jul-2008,"1,234.37",-23.39,-1.86%,"1,257.76","1,234.37","1,260.09",-23.39,25.72
25-Jul-2008,"1,257.76",+5.22,+0.42%,"1,253.51","1,251.75","1,263.23",4.25,11.48
24-Jul-2008,"1,252.54",-29.65,-2.31%,"1,283.22","1,251.48","1,283.22",-30.68,31.74
23-Jul-2008,"1,282.19",+5.19,+0.41%,"1,278.87","1,276.06","1,291.17",3.32,15.11
22-Jul-2008,"1,277.00",+17.00,+1.35%,"1,257.08","1,248.83","1,277.42",19.92,28.59
21-Jul-2008,"1,260.00",-0.68,-0.05%,"1,261.82","1,255.70","1,267.74",-1.82,12.04
18-Jul-2008,"1,260.68",+0.36,+0.03%,"1,258.22","1,251.81","1,262.23",2.46,10.42
17-Jul-2008,"1,260.32",+14.96,+1.20%,"1,246.31","1,241.49","1,262.31",14.01,20.82
16-Jul-2008,"1,245.36",+30.45,+2.51%,"1,214.65","1,211.39","1,245.52",30.71,34.13
15-Jul-2008,"1,214.91",-13.39,-1.09%,"1,226.83","1,200.44","1,234.35",-11.92,33.91
14-Jul-2008,"1,228.30",-11.19,-0.90%,"1,241.61","1,225.01","1,253.50",-13.31,28.49
11-Jul-2008,"1,239.49",-13.90,-1.11%,"1,248.66","1,225.35","1,257.27",-9.17,31.92
10-Jul-2008,"1,253.39",+8.70,+0.70%,"1,245.25","1,236.76","1,257.65",8.14,20.89
09-Jul-2008,"1,244.69",-29.01,-2.28%,"1,273.38","1,244.57","1,277.36",-28.69,32.79
08-Jul-2008,"1,273.70",+21.39,+1.71%,"1,251.84","1,242.84","1,274.17",21.86,31.33
07-Jul-2008,"1,252.31",-10.59,-0.84%,"1,262.90","1,240.68","1,273.95",-10.59,33.27
03-Jul-2008,"1,262.90",+1.38,+0.11%,"1,262.96","1,252.01","1,271.48",-0.06,19.47
02-Jul-2008,"1,261.52",-23.39,-1.82%,"1,285.82","1,261.51","1,292.17",-24.30,30.66
01-Jul-2008,"1,284.91",+4.91,+0.38%,"1,276.69","1,260.68","1,285.31",8.22,24.63
30-Jun-2008,"1,280.00",+1.62,+0.13%,"1,278.06","1,274.86","1,290.31",1.94,15.45
27-Jun-2008,"1,278.38",-4.77,-0.37%,"1,283.60","1,272.00","1,289.45",-5.22,17.45
26-Jun-2008,"1,283.15",-38.82,-2.94%,"1,316.29","1,283.15","1,316.29",-33.14,33.14
25-Jun-2008,"1,321.97",+7.68,+0.58%,"1,314.54","1,314.54","1,335.63",7.43,21.09
24-Jun-2008,"1,314.29",-3.71,-0.28%,"1,317.23","1,304.42","1,326.02",-2.94,21.60
23-Jun-2008,"1,318.00",+0.07,+0.01%,"1,319.77","1,315.31","1,323.78",-1.77,8.47
20-Jun-2008,"1,317.93",-24.90,-1.85%,"1,341.02","1,314.46","1,341.02",-23.09,26.56
19-Jun-2008,"1,342.83",+5.02,+0.38%,"1,336.89","1,330.50","1,347.66",5.94,17.16
18-Jun-2008,"1,337.81",-13.12,-0.97%,"1,349.59","1,333.40","1,349.59",-11.78,16.19
17-Jun-2008,"1,350.93",-9.21,-0.68%,"1,360.71","1,350.54","1,366.59",-9.78,16.05
16-Jun-2008,"1,360.14",+0.11,+0.01%,"1,358.85","1,352.07","1,364.70",1.29,12.63
13-Jun-2008,"1,360.03",+20.16,+1.50%,"1,341.81","1,341.71","1,360.03",18.22,18.32
12-Jun-2008,"1,339.87",+4.38,+0.33%,"1,335.78","1,331.29","1,353.03",4.09,21.74
11-Jun-2008,"1,335.49",-22.95,-1.69%,"1,357.09","1,335.47","1,357.09",-21.60,21.62
10-Jun-2008,"1,358.44",-3.32,-0.24%,"1,358.98","1,351.56","1,366.84",-0.54,15.28
09-Jun-2008,"1,361.76",+1.08,+0.08%,"1,360.83","1,350.62","1,370.63",0.93,20.01
06-Jun-2008,"1,360.68",-43.37,-3.09%,"1,400.06","1,359.90","1,400.06",-39.38,40.16
05-Jun-2008,"1,404.05",+26.85,+1.95%,"1,377.48","1,377.48","1,404.05",26.57,26.57
04-Jun-2008,"1,377.20",-0.45,-0.03%,"1,376.26","1,371.74","1,388.18",0.94,16.44
03-Jun-2008,"1,377.65",-8.02,-0.58%,"1,386.42","1,370.12","1,393.12",-8.77,23.00
02-Jun-2008,"1,385.67",-14.71,-1.05%,"1,399.62","1,377.79","1,399.62",-13.95,21.83
30-May-2008,"1,400.38",+2.12,+0.15%,"1,398.36","1,398.08","1,404.46",2.02,6.38
29-May-2008,"1,398.26",+7.42,+0.53%,"1,390.50","1,388.59","1,406.32",7.76,17.73
28-May-2008,"1,390.84",+5.49,+0.40%,"1,386.54","1,378.16","1,391.25",4.30,13.09
27-May-2008,"1,385.35",+9.42,+0.68%,"1,375.97","1,373.07","1,387.40",9.38,14.33
23-May-2008,"1,375.93",-18.42,-1.32%,"1,392.20","1,373.72","1,392.20",-16.27,18.48
22-May-2008,"1,394.35",+3.64,+0.26%,"1,390.83","1,390.23","1,399.07",3.52,8.84
21-May-2008,"1,390.71",-22.69,-1.61%,"1,414.06","1,388.81","1,419.12",-23.35,30.31
20-May-2008,"1,413.40",-13.23,-0.93%,"1,424.49","1,409.09","1,424.49",-11.09,15.40
19-May-2008,"1,426.63",+1.28,+0.09%,"1,425.28","1,421.63","1,440.24",1.35,18.61
16-May-2008,"1,425.35",+1.78,+0.13%,"1,423.89","1,414.35","1,425.82",1.46,11.47
15-May-2008,"1,423.57",+14.91,+1.06%,"1,408.36","1,406.87","1,424.40",15.21,17.53
14-May-2008,"1,408.66",+5.62,+0.40%,"1,405.65","1,405.65","1,420.19",3.01,14.54
13-May-2008,"1,403.04",-0.54,-0.04%,"1,404.40","1,396.26","1,406.30",-1.36,10.04
12-May-2008,"1,403.58",+15.30,+1.10%,"1,389.40","1,386.20","1,404.06",14.18,17.86
09-May-2008,"1,388.28",-9.40,-0.67%,"1,394.90","1,384.11","1,394.90",-6.62,10.79
08-May-2008,"1,397.68",+5.11,+0.37%,"1,394.29","1,389.39","1,402.35",3.39,12.96
07-May-2008,"1,392.57",-25.69,-1.81%,"1,417.49","1,391.16","1,419.54",-24.92,28.38
06-May-2008,"1,418.26",+10.77,+0.77%,"1,405.60","1,397.10","1,421.57",12.66,24.47
05-May-2008,"1,407.49",-6.41,-0.45%,"1,412.77","1,404.37","1,415.70",-5.28,11.33
02-May-2008,"1,413.90",+4.56,+0.32%,"1,409.16","1,406.25","1,422.72",4.74,16.47
01-May-2008,"1,409.34",+23.75,+1.71%,"1,385.97","1,383.07","1,410.07",23.37,27.00
30-Apr-2008,"1,385.59",-5.35,-0.38%,"1,391.22","1,384.25","1,404.57",-5.63,20.32
29-Apr-2008,"1,390.94",-5.43,-0.39%,"1,395.61","1,386.70","1,397.00",-4.67,10.30
28-Apr-2008,"1,396.37",-1.47,-0.11%,"1,397.96","1,394.40","1,402.90",-1.59,8.50
25-Apr-2008,"1,397.84",+9.02,+0.65%,"1,387.88","1,379.98","1,399.11",9.96,19.13
24-Apr-2008,"1,388.82",+8.89,+0.64%,"1,380.52","1,371.09","1,397.72",8.30,26.63
23-Apr-2008,"1,379.93",+3.99,+0.29%,"1,378.40","1,372.24","1,387.87",1.53,15.63
22-Apr-2008,"1,375.94",-12.23,-0.88%,"1,386.43","1,369.84","1,386.43",-10.49,16.59
21-Apr-2008,"1,388.17",-2.16,-0.16%,"1,387.72","1,379.25","1,390.23",0.45,10.98
18-Apr-2008,"1,390.33",+24.77,+1.81%,"1,369.00","1,369.00","1,395.90",21.33,26.90
17-Apr-2008,"1,365.56",+0.85,+0.06%,"1,363.37","1,357.25","1,368.60",2.19,11.35
16-Apr-2008,"1,364.71",+30.28,+2.27%,"1,337.02","1,337.02","1,365.49",27.69,28.47
15-Apr-2008,"1,334.43",+6.11,+0.46%,"1,331.72","1,324.35","1,337.72",2.71,13.37
14-Apr-2008,"1,328.32",-4.51,-0.34%,"1,332.20","1,326.16","1,335.64",-3.88,9.48
11-Apr-2008,"1,332.83",-27.72,-2.04%,"1,357.98","1,331.21","1,357.98",-25.15,26.77
10-Apr-2008,"1,360.55",+6.06,+0.45%,"1,355.37","1,350.11","1,367.24",5.18,17.13
09-Apr-2008,"1,354.49",-11.05,-0.81%,"1,365.50","1,349.97","1,368.39",-11.01,18.42
08-Apr-2008,"1,365.54",-7.00,-0.51%,"1,370.16","1,360.62","1,370.16",-4.62,9.54
07-Apr-2008,"1,372.54",+2.14,+0.16%,"1,373.69","1,369.02","1,386.74",-1.15,17.72
04-Apr-2008,"1,370.40",+1.09,+0.08%,"1,369.85","1,362.83","1,380.91",0.55,18.08
03-Apr-2008,"1,369.31",+1.78,+0.13%,"1,365.69","1,358.68","1,375.66",3.62,16.98
02-Apr-2008,"1,367.53",-2.65,-0.19%,"1,369.96","1,361.55","1,377.95",-2.43,16.40
01-Apr-2008,"1,370.18",+47.48,+3.59%,"1,326.41","1,326.41","1,370.18",43.77,43.77
31-Mar-2008,"1,322.70",+7.48,+0.57%,"1,315.92","1,312.81","1,328.52",6.78,15.71
28-Mar-2008,"1,315.22",-10.54,-0.80%,"1,327.02","1,312.95","1,334.87",-11.80,21.92
27-Mar-2008,"1,325.76",-15.37,-1.15%,"1,340.34","1,325.66","1,345.62",-14.58,19.96
26-Mar-2008,"1,341.13",-11.86,-0.88%,"1,352.45","1,336.41","1,352.45",-11.32,16.04
25-Mar-2008,"1,352.99",+3.11,+0.23%,"1,349.07","1,341.21","1,357.47",3.92,16.26
24-Mar-2008,"1,349.88",+20.37,+1.53%,"1,330.29","1,330.29","1,359.68",19.59,29.39
20-Mar-2008,"1,329.51",+31.09,+2.39%,"1,299.67","1,295.22","1,330.67",29.84,35.45
19-Mar-2008,"1,298.42",-32.32,-2.43%,"1,330.97","1,298.42","1,341.51",-32.55,43.09
18-Mar-2008,"1,330.74",+54.14,+4.24%,"1,277.16","1,277.16","1,330.74",53.58,53.58
17-Mar-2008,"1,276.60",-11.54,-0.90%,"1,283.21","1,256.98","1,287.50",-6.61,30.52
14-Mar-2008,"1,288.14",-27.34,-2.08%,"1,316.05","1,274.86","1,321.47",-27.91,46.61
13-Mar-2008,"1,315.48",+6.71,+0.51%,"1,305.26","1,282.11","1,321.68",10.22,39.57
12-Mar-2008,"1,308.77",-11.88,-0.90%,"1,321.13","1,307.86","1,333.26",-12.36,25.40
11-Mar-2008,"1,320.65",+47.28,+3.71%,"1,274.40","1,274.40","1,320.65",46.25,46.25
10-Mar-2008,"1,273.37",-20.00,-1.55%,"1,293.16","1,272.66","1,295.01",-19.79,22.35
07-Mar-2008,"1,293.37",-10.97,-0.84%,"1,301.53","1,282.43","1,313.24",-8.16,30.81
06-Mar-2008,"1,304.34",-29.36,-2.20%,"1,332.20","1,303.42","1,332.20",-27.86,28.78
05-Mar-2008,"1,333.70",+6.95,+0.52%,"1,327.69","1,320.22","1,344.19",6.01,23.97
04-Mar-2008,"1,326.75",-4.59,-0.34%,"1,329.58","1,307.39","1,331.03",-2.83,23.64
03-Mar-2008,"1,331.34",+0.71,+0.05%,"1,330.45","1,320.04","1,335.13",0.89,15.09
29-Feb-2008,"1,330.63",-37.05,-2.71%,"1,364.07","1,325.42","1,364.07",-33.44,38.65
28-Feb-2008,"1,367.68",-12.34,-0.89%,"1,378.16","1,363.16","1,378.16",-10.48,15.00
27-Feb-2008,"1,380.02",-1.27,-0.09%,"1,378.95","1,372.00","1,388.34",1.07,16.34
26-Feb-2008,"1,381.29",+9.49,+0.69%,"1,371.76","1,363.29","1,387.34",9.53,24.05
25-Feb-2008,"1,371.80",+18.69,+1.38%,"1,352.75","1,346.03","1,374.36",19.05,28.33
22-Feb-2008,"1,353.11",+10.58,+0.79%,"1,344.22","1,327.04","1,354.30",8.89,27.26
21-Feb-2008,"1,342.53",-17.50,-1.29%,"1,362.21","1,339.34","1,367.94",-19.68,28.60
20-Feb-2008,"1,360.03",+11.25,+0.83%,"1,348.39","1,336.55","1,363.71",11.64,27.16
19-Feb-2008,"1,348.78",-1.21,-0.09%,"1,355.86","1,345.05","1,367.28",-7.08,22.23
15-Feb-2008,"1,349.99",+1.13,+0.08%,"1,347.52","1,338.13","1,350.00",2.47,11.87
14-Feb-2008,"1,348.86",-18.35,-1.34%,"1,367.33","1,347.31","1,368.16",-18.47,20.85
13-Feb-2008,"1,367.21",+18.35,+1.36%,"1,353.12","1,350.78","1,369.23",14.09,18.45
12-Feb-2008,"1,348.86",+9.73,+0.73%,"1,340.55","1,339.36","1,362.10",8.31,22.74
11-Feb-2008,"1,339.13",+7.84,+0.59%,"1,331.92","1,320.32","1,341.40",7.21,21.08
08-Feb-2008,"1,331.29",-5.62,-0.42%,"1,336.88","1,321.06","1,341.22",-5.59,20.16
07-Feb-2008,"1,336.91",+10.46,+0.79%,"1,324.01","1,316.75","1,347.16",12.90,30.41
06-Feb-2008,"1,326.45",-10.19,-0.76%,"1,339.48","1,324.34","1,351.96",-13.03,27.62
05-Feb-2008,"1,336.64",-44.18,-3.20%,"1,380.28","1,336.64","1,380.28",-43.64,43.64
04-Feb-2008,"1,380.82",-14.60,-1.05%,"1,395.38","1,379.69","1,395.38",-14.56,15.69
01-Feb-2008,"1,395.42",+16.87,+1.22%,"1,378.60","1,375.93","1,396.02",16.82,20.09
31-Jan-2008,"1,378.55",+22.74,+1.68%,"1,351.98","1,334.08","1,385.62",26.57,51.54
