"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 05, 2006","111.47","111.73","111.85","111.18","3.46M","-0.65%"
"Jul 03, 2006","112.20","111.95","112.25","111.86","1.05M","0.37%"
"Jun 30, 2006","111.79","112.22","112.28","111.59","3.90M","-0.01%"
"Jun 29, 2006","111.80","110.23","111.87","110.13","8.17M","1.80%"
"Jun 28, 2006","109.82","109.44","109.84","108.97","3.98M","0.51%"
"Jun 27, 2006","109.26","110.41","110.59","109.14","6.52M","-1.03%"
"Jun 26, 2006","110.40","109.94","110.45","109.65","4.30M","0.39%"
"Jun 23, 2006","109.97","110.01","110.69","109.66","6.71M","-0.21%"
"Jun 22, 2006","110.20","110.59","110.67","109.79","5.10M","-0.46%"
"Jun 21, 2006","110.71","109.70","111.25","109.69","9.16M","0.77%"
"Jun 20, 2006","109.86","109.47","110.23","109.27","7.22M","0.63%"
"Jun 19, 2006","109.17","110.30","110.44","108.96","7.08M","-0.74%"
"Jun 16, 2006","109.98","109.92","110.38","109.71","5.75M","-0.34%"
"Jun 15, 2006","110.35","108.55","110.46","108.46","11.22M","1.86%"
"Jun 14, 2006","108.33","107.15","108.36","106.95","10.35M","1.27%"
"Jun 13, 2006","106.97","107.97","108.69","106.96","13.09M","-0.91%"
"Jun 12, 2006","107.95","109.19","109.26","107.85","9.06M","-0.81%"
"Jun 09, 2006","108.83","109.43","109.75","108.68","7.30M","-0.16%"
"Jun 08, 2006","109.00","109.12","109.67","107.52","26.01M","-0.17%"
"Jun 07, 2006","109.19","110.12","110.73","109.14","9.07M","-0.73%"
"Jun 06, 2006","109.99","110.78","110.94","109.21","15.14M","-0.63%"
"Jun 05, 2006","110.69","112.16","112.22","110.40","9.94M","-1.49%"
"Jun 02, 2006","112.36","112.76","112.85","111.88","6.55M","-0.04%"
"Jun 01, 2006","112.40","111.59","112.66","111.47","5.98M","0.60%"
"May 31, 2006","111.73","111.25","111.81","110.80","7.14M","0.81%"
"May 30, 2006","110.83","112.29","112.38","110.80","8.30M","-1.73%"
"May 26, 2006","112.78","112.44","112.81","111.65","5.28M","0.65%"
"May 25, 2006","112.05","111.56","112.09","111.29","8.59M","0.83%"
"May 24, 2006","111.13","110.85","111.57","110.19","15.39M","0.69%"
"May 23, 2006","110.37","111.62","111.94","110.35","9.68M","-0.54%"
"May 22, 2006","110.97","110.71","111.66","110.27","16.61M","-0.45%"
"May 19, 2006","111.47","111.61","111.71","110.63","22.18M","0.04%"
"May 18, 2006","111.42","112.47","112.68","111.30","10.61M","-0.51%"
"May 17, 2006","111.99","113.70","113.84","111.92","17.25M","-2.02%"
"May 16, 2006","114.30","114.40","114.72","114.00","6.97M","-0.02%"
"May 15, 2006","114.32","113.52","114.43","113.42","7.38M","0.40%"
"May 12, 2006","113.87","114.91","115.06","113.82","9.97M","-1.15%"
"May 11, 2006","115.19","116.46","116.46","114.85","9.64M","-1.18%"
"May 10, 2006","116.56","116.25","116.80","116.04","8.29M","0.19%"
"May 09, 2006","116.34","115.83","116.42","115.77","3.95M","0.51%"
"May 08, 2006","115.75","115.63","116.00","115.63","3.50M","0.10%"
"May 05, 2006","115.63","114.86","115.83","114.78","6.89M","1.14%"
"May 04, 2006","114.33","114.14","114.63","114.14","4.13M","0.32%"
"May 03, 2006","113.96","113.93","114.07","113.56","4.75M","-0.17%"
"May 02, 2006","114.15","113.72","114.20","113.53","6.04M","0.75%"
"May 01, 2006","113.30","113.95","114.21","113.19","5.65M","-0.51%"
"Apr 28, 2006","113.88","113.66","114.10","113.39","4.11M","0.10%"
"Apr 27, 2006","113.77","112.89","114.10","112.68","14.55M","0.34%"
"Apr 26, 2006","113.39","112.97","113.69","112.91","6.02M","0.49%"
"Apr 25, 2006","112.84","113.44","113.47","112.50","8.24M","-0.45%"
"Apr 24, 2006","113.35","113.25","113.47","112.93","5.14M","-0.04%"
"Apr 21, 2006","113.40","113.91","113.98","113.10","7.00M","-0.08%"
"Apr 20, 2006","113.49","112.91","113.88","112.84","10.13M","0.56%"
"Apr 19, 2006","112.86","112.82","113.04","112.35","6.00M","0.20%"
"Apr 18, 2006","112.64","111.03","112.79","111.03","10.87M","1.63%"
"Apr 17, 2006","110.83","111.31","111.62","110.36","5.46M","-0.40%"
"Apr 13, 2006","111.28","111.18","111.81","111.04","4.24M","-0.01%"
"Apr 12, 2006","111.29","111.10","111.45","111.02","3.72M","0.32%"
"Apr 11, 2006","110.93","111.72","111.86","110.51","7.48M","-0.52%"
"Apr 10, 2006","111.51","111.43","111.84","111.17","5.95M","0.24%"
"Apr 07, 2006","111.24","112.46","112.70","111.09","7.29M","-0.83%"
"Apr 06, 2006","112.17","112.25","112.47","111.66","5.25M","-0.17%"
"Apr 05, 2006","112.36","111.96","112.47","111.59","7.69M","0.32%"
"Apr 04, 2006","112.00","111.34","112.20","111.13","6.19M","0.62%"
"Apr 03, 2006","111.31","111.64","112.39","111.26","7.86M","0.00%"
"Mar 31, 2006","111.31","111.61","111.82","110.97","6.04M","-0.10%"
"Mar 30, 2006","111.42","111.95","112.50","111.06","8.89M","-0.49%"
"Mar 29, 2006","111.97","111.63","112.36","111.48","7.84M","0.48%"
"Mar 28, 2006","111.43","112.34","112.72","111.32","8.47M","-0.91%"
"Mar 27, 2006","112.45","112.54","112.72","112.20","3.46M","-0.27%"
"Mar 24, 2006","112.75","112.67","113.08","112.34","4.65M","-0.03%"
"Mar 23, 2006","112.78","113.00","113.18","112.25","6.60M","-0.25%"
"Mar 22, 2006","113.06","112.31","113.19","112.27","7.28M","0.67%"
"Mar 21, 2006","112.31","112.75","113.27","112.09","8.86M","-0.34%"
"Mar 20, 2006","112.69","112.72","113.01","112.50","6.85M","-0.01%"
"Mar 17, 2006","112.70","112.62","112.81","112.45","5.74M","-0.06%"
"Mar 16, 2006","112.77","112.49","112.96","112.43","6.33M","0.39%"
"Mar 15, 2006","112.33","111.69","112.43","111.54","5.84M","0.64%"
"Mar 14, 2006","111.62","110.82","111.76","110.75","4.98M","0.55%"
"Mar 13, 2006","111.01","111.04","111.31","110.67","5.69M","0.14%"
"Mar 10, 2006","110.85","109.99","111.04","109.87","8.35M","1.04%"
"Mar 09, 2006","109.71","110.18","110.55","109.68","6.04M","-0.35%"
"Mar 08, 2006","110.10","109.70","110.33","109.27","6.36M","0.23%"
"Mar 07, 2006","109.85","109.36","109.91","109.30","6.27M","0.20%"
"Mar 06, 2006","109.63","110.14","110.37","109.28","5.50M","-0.40%"
"Mar 03, 2006","110.07","109.87","111.05","109.81","6.32M","-0.28%"
