"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 20, 2015","181.14","179.15","181.20","178.50","8.91M","0.58%"
"Feb 19, 2015","180.09","179.87","180.43","179.43","2.66M","-0.21%"
"Feb 18, 2015","180.47","180.18","180.68","179.97","2.72M","-0.06%"
"Feb 17, 2015","180.57","180.06","180.70","179.71","2.85M","0.13%"
"Feb 13, 2015","180.34","180.00","180.54","179.76","4.00M","0.28%"
"Feb 12, 2015","179.84","179.27","179.93","179.00","3.74M","0.64%"
"Feb 11, 2015","178.70","178.09","179.09","177.67","5.17M","0.11%"
"Feb 10, 2015","178.51","178.17","178.75","177.14","3.57M","0.80%"
"Feb 09, 2015","177.09","177.18","177.94","176.68","3.72M","-0.56%"
"Feb 06, 2015","178.09","178.82","179.36","177.48","7.21M","-0.26%"
"Feb 05, 2015","178.55","177.28","178.64","177.09","6.04M","1.14%"
"Feb 04, 2015","176.53","175.80","177.57","175.78","5.94M","0.11%"
"Feb 03, 2015","176.33","174.13","176.40","174.10","7.54M","1.77%"
"Feb 02, 2015","173.27","171.95","173.43","170.10","9.44M","1.06%"
"Jan 30, 2015","171.45","173.20","173.95","171.27","11.14M","-1.41%"
"Jan 29, 2015","173.90","172.16","174.07","171.06","9.62M","1.27%"
"Jan 28, 2015","171.72","174.55","174.61","171.59","9.67M","-1.08%"
"Jan 27, 2015","173.59","173.50","174.75","172.59","11.57M","-1.65%"
"Jan 26, 2015","176.50","176.16","176.71","175.38","3.73M","0.05%"
"Jan 23, 2015","176.41","177.71","177.82","176.39","4.80M","-0.85%"
"Jan 22, 2015","177.92","175.92","178.14","174.51","9.57M","1.47%"
"Jan 21, 2015","175.35","174.25","175.75","173.66","6.26M","0.26%"
"Jan 20, 2015","174.90","175.23","175.61","173.14","7.22M","0.13%"
"Jan 16, 2015","174.67","172.57","174.97","172.12","8.72M","0.93%"
"Jan 15, 2015","173.06","174.74","175.08","172.81","9.29M","-0.57%"
"Jan 14, 2015","174.06","173.44","174.72","172.42","11.09M","-1.09%"
"Jan 13, 2015","175.98","177.72","179.03","174.70","9.91M","-0.15%"
"Jan 12, 2015","176.24","177.44","177.63","175.46","4.31M","-0.55%"
"Jan 09, 2015","177.22","178.98","179.06","176.63","6.65M","-0.86%"
"Jan 08, 2015","178.76","177.26","178.96","177.21","7.17M","1.81%"
"Jan 07, 2015","175.59","174.85","175.79","174.24","5.55M","1.27%"
"Jan 06, 2015","173.39","175.10","175.54","172.32","10.13M","-0.83%"
"Jan 05, 2015","174.84","177.06","177.21","174.46","6.70M","-1.74%"
"Jan 02, 2015","177.94","178.65","179.23","176.98","5.00M","0.03%"
"Dec 31, 2014","177.88","179.82","180.12","177.88","4.51M","-0.88%"
"Dec 30, 2014","179.46","179.63","179.87","179.24","2.95M","-0.36%"
"Dec 29, 2014","180.11","179.88","180.38","179.81","2.53M","-0.04%"
"Dec 26, 2014","180.19","180.49","180.71","180.19","1.92M","0.09%"
"Dec 24, 2014","180.03","180.19","180.53","179.94","1.65M","0.00%"
"Dec 23, 2014","180.03","179.87","180.40","179.68","6.22M","0.37%"
"Dec 22, 2014","179.36","178.22","179.36","178.19","7.86M","0.96%"
"Dec 19, 2014","177.65","177.79","178.42","177.15","11.45M","-0.08%"
"Dec 18, 2014","177.79","175.98","177.83","175.37","9.75M","2.42%"
"Dec 17, 2014","173.59","171.27","173.98","171.08","12.90M","1.60%"
"Dec 16, 2014","170.85","171.27","174.39","170.74","12.26M","-0.55%"
"Dec 15, 2014","171.79","173.75","174.13","171.21","8.87M","-0.70%"
"Dec 12, 2014","173.00","174.77","175.67","172.93","12.28M","-1.72%"
"Dec 11, 2014","176.03","175.89","177.66","175.70","6.87M","0.42%"
"Dec 10, 2014","175.29","177.50","177.50","175.01","7.62M","-1.50%"
"Dec 09, 2014","177.96","176.78","178.03","176.22","7.95M","-0.32%"
"Dec 08, 2014","178.54","178.96","179.54","177.97","5.57M","-0.54%"
"Dec 05, 2014","179.51","179.28","179.82","178.99","4.27M","0.38%"
"Dec 04, 2014","178.83","178.73","179.30","178.03","4.79M","-0.07%"
"Dec 03, 2014","178.96","178.59","179.14","178.41","11.01M","0.22%"
"Dec 02, 2014","178.56","177.68","178.77","177.67","3.92M","0.54%"
"Dec 01, 2014","177.60","177.54","178.02","177.03","6.67M","-0.28%"
"Nov 28, 2014","178.10","178.12","178.69","177.86","4.04M","0.05%"
"Nov 26, 2014","178.01","177.96","178.09","177.65","3.01M","0.03%"
"Nov 25, 2014","177.96","178.16","178.19","177.56","5.51M","0.09%"
"Nov 24, 2014","177.80","178.13","178.22","177.59","2.41M","0.06%"
"Nov 21, 2014","177.70","178.52","178.60","177.28","4.78M","0.25%"
"Nov 20, 2014","177.25","176.11","177.28","176.03","2.88M","0.18%"
"Nov 19, 2014","176.93","176.85","177.19","176.29","4.01M","-0.02%"
"Nov 18, 2014","176.96","176.53","177.38","176.45","4.72M","0.27%"
"Nov 17, 2014","176.49","176.06","176.76","176.00","3.67M","0.08%"
"Nov 14, 2014","176.35","176.36","176.65","176.12","3.52M","-0.05%"
"Nov 13, 2014","176.44","176.25","176.98","175.79","6.51M","0.23%"
"Nov 12, 2014","176.04","175.26","176.20","175.25","2.84M","0.01%"
"Nov 11, 2014","176.02","175.98","176.24","175.69","3.19M","0.04%"
"Nov 10, 2014","175.95","175.62","176.06","175.33","2.94M","0.21%"
"Nov 07, 2014","175.58","175.24","175.60","174.77","4.02M","0.17%"
"Nov 06, 2014","175.29","174.75","175.41","174.18","7.19M","0.42%"
"Nov 05, 2014","174.55","174.59","174.62","173.71","5.29M","0.63%"
"Nov 04, 2014","173.46","173.08","173.65","172.46","6.47M","0.06%"
"Nov 03, 2014","173.36","173.57","173.78","173.05","5.39M","-0.05%"
"Oct 31, 2014","173.45","173.34","173.63","172.79","7.56M","1.08%"
"Oct 30, 2014","171.60","169.63","171.94","169.60","7.45M","1.30%"
"Oct 29, 2014","169.40","170.01","170.34","168.61","7.59M","-0.15%"
"Oct 28, 2014","169.66","168.48","169.69","168.14","5.44M","1.06%"
"Oct 27, 2014","167.88","167.23","168.06","166.97","5.06M","0.08%"
"Oct 24, 2014","167.74","166.60","167.79","166.17","5.73M","0.78%"
"Oct 23, 2014","166.45","166.05","167.36","166.01","7.03M","1.26%"
"Oct 22, 2014","164.38","166.17","166.23","164.28","6.03M","-0.86%"
"Oct 21, 2014","165.80","164.45","165.87","164.12","9.00M","1.31%"
"Oct 20, 2014","163.65","162.35","163.68","162.25","7.17M","0.12%"
"Oct 17, 2014","163.45","162.68","163.95","162.21","11.73M","1.53%"
"Oct 16, 2014","160.98","159.00","161.95","158.73","18.93M","-0.19%"
"Oct 15, 2014","161.28","161.19","161.85","158.27","24.98M","-1.07%"
"Oct 14, 2014","163.03","163.67","164.41","162.50","13.63M","0.06%"
"Oct 13, 2014","162.93","165.09","165.79","162.84","14.12M","-1.38%"
"Oct 10, 2014","165.21","166.39","167.36","165.21","12.72M","-0.68%"
"Oct 09, 2014","166.34","169.16","169.48","166.20","13.39M","-1.93%"
"Oct 08, 2014","169.62","166.87","169.82","166.35","8.90M","1.65%"
"Oct 07, 2014","166.86","168.73","168.94","166.86","7.13M","-1.60%"
"Oct 06, 2014","169.57","170.44","170.69","168.96","5.32M","-0.09%"
"Oct 03, 2014","169.72","168.89","169.97","168.37","5.59M","1.23%"
"Oct 02, 2014","167.65","167.39","168.27","166.43","9.09M","-0.02%"
"Oct 01, 2014","167.68","169.91","169.98","167.42","11.03M","-1.41%"
"Sep 30, 2014","170.07","170.45","171.10","169.80","5.50M","-0.15%"
"Sep 29, 2014","170.33","169.18","170.58","168.94","5.17M","-0.22%"
"Sep 26, 2014","170.70","169.79","171.13","169.50","6.06M","0.90%"
"Sep 25, 2014","169.17","171.50","171.53","169.09","8.91M","-1.53%"
"Sep 24, 2014","171.79","170.36","171.90","169.98","5.82M","0.93%"
"Sep 23, 2014","170.21","170.85","171.38","170.21","5.52M","-0.70%"
"Sep 22, 2014","171.41","172.35","172.38","171.22","4.90M","-0.60%"
"Sep 19, 2014","172.45","173.00","173.32","172.19","9.34M","-0.09%"
"Sep 18, 2014","172.61","172.01","172.80","171.90","6.46M","0.60%"
"Sep 17, 2014","171.58","171.57","172.25","170.93","8.50M","0.12%"
"Sep 16, 2014","171.38","169.96","171.71","169.89","5.95M","0.62%"
"Sep 15, 2014","170.32","170.06","170.57","169.55","5.13M","0.25%"
"Sep 12, 2014","169.90","170.38","170.44","169.40","5.00M","-0.36%"
"Sep 11, 2014","170.51","169.89","170.62","169.82","3.03M","-0.09%"
"Sep 10, 2014","170.67","170.17","170.81","169.71","4.60M","0.32%"
"Sep 09, 2014","170.12","170.79","170.84","169.89","4.26M","-0.55%"
"Sep 08, 2014","171.06","171.04","171.35","170.75","3.14M","-0.11%"
"Sep 05, 2014","171.25","170.52","171.29","170.01","3.40M","0.35%"
"Sep 04, 2014","170.66","170.91","171.56","170.22","3.76M","-0.04%"
"Sep 03, 2014","170.72","171.38","171.48","170.53","2.85M","0.08%"
"Sep 02, 2014","170.58","170.94","171.07","170.04","3.46M","-0.18%"
"Aug 29, 2014","170.88","170.90","171.00","170.25","3.28M","0.06%"
"Aug 28, 2014","170.77","170.40","170.88","170.10","2.78M","-0.14%"
"Aug 27, 2014","171.01","171.15","171.21","170.75","5.16M","0.05%"
"Aug 26, 2014","170.93","170.82","171.35","170.78","3.58M","0.18%"
"Aug 25, 2014","170.62","170.56","171.06","170.44","2.59M","0.44%"
"Aug 22, 2014","169.87","170.01","170.48","169.65","5.15M","-0.18%"
"Aug 21, 2014","170.18","169.81","170.53","169.69","2.65M","0.34%"
"Aug 20, 2014","169.60","168.72","169.74","168.72","3.11M","0.42%"
"Aug 19, 2014","168.89","168.64","169.02","168.33","3.06M","0.49%"
"Aug 18, 2014","168.06","167.25","168.12","167.23","2.98M","1.03%"
"Aug 15, 2014","166.35","167.42","167.46","165.44","7.03M","-0.45%"
"Aug 14, 2014","167.10","166.69","167.10","166.46","2.75M","0.37%"
"Aug 13, 2014","166.49","166.00","166.66","165.76","2.84M","0.60%"
"Aug 12, 2014","165.49","165.28","165.77","165.00","3.27M","-0.04%"
"Aug 11, 2014","165.55","165.96","166.15","165.47","5.76M","0.13%"
"Aug 08, 2014","165.34","163.67","165.38","163.44","5.41M","1.09%"
"Aug 07, 2014","163.55","164.85","164.89","163.13","4.96M","-0.40%"
"Aug 06, 2014","164.20","163.46","164.75","163.37","4.78M","0.17%"
"Aug 05, 2014","163.92","164.80","165.14","163.34","8.52M","-0.85%"
"Aug 04, 2014","165.33","164.80","165.61","164.11","4.40M","0.46%"
"Aug 01, 2014","164.57","164.80","165.51","164.01","7.44M","-0.44%"
"Jul 31, 2014","165.29","167.27","167.43","165.29","9.04M","-1.89%"
"Jul 30, 2014","168.48","169.27","169.52","167.78","5.45M","-0.18%"
"Jul 29, 2014","168.78","169.89","170.19","168.78","3.69M","-0.37%"
"Jul 28, 2014","169.41","169.23","169.65","168.37","3.61M","0.15%"
"Jul 25, 2014","169.16","169.77","169.85","168.76","5.72M","-0.75%"
"Jul 24, 2014","170.44","170.66","170.85","170.22","3.23M","-0.07%"
"Jul 23, 2014","170.56","170.81","170.81","170.20","2.61M","-0.11%"
"Jul 22, 2014","170.74","170.56","170.96","170.43","3.80M","0.33%"
"Jul 21, 2014","170.18","170.10","170.38","169.36","2.89M","-0.23%"
"Jul 18, 2014","170.58","169.95","170.76","169.74","6.93M","0.57%"
"Jul 17, 2014","169.61","170.81","171.32","169.46","6.15M","-0.85%"
"Jul 16, 2014","171.07","170.96","171.16","170.66","3.20M","0.40%"
"Jul 15, 2014","170.38","170.51","170.91","169.78","5.17M","0.05%"
"Jul 14, 2014","170.29","170.15","170.61","170.04","2.83M","0.64%"
"Jul 11, 2014","169.20","168.77","169.22","168.32","2.83M","0.14%"
"Jul 10, 2014","168.96","167.89","169.34","167.70","4.93M","-0.37%"
"Jul 09, 2014","169.58","169.18","169.73","168.86","3.55M","0.44%"
"Jul 08, 2014","168.84","169.58","169.60","168.44","5.44M","-0.60%"
"Jul 07, 2014","169.86","169.88","170.01","169.55","2.94M","-0.36%"
"Jul 03, 2014","170.47","169.85","170.47","169.73","2.07M","0.63%"
"Jul 02, 2014","169.40","169.31","169.51","169.18","1.93M","0.12%"
"Jul 01, 2014","169.20","168.29","169.64","168.23","4.91M","0.78%"
"Jun 30, 2014","167.89","167.91","168.35","167.65","6.49M","-0.17%"
"Jun 27, 2014","168.17","167.76","168.25","167.34","3.09M","0.05%"
"Jun 26, 2014","168.08","168.38","168.39","167.06","4.05M","-0.12%"
"Jun 25, 2014","168.28","167.52","168.48","167.51","3.66M","0.24%"
"Jun 24, 2014","167.87","168.83","169.33","167.67","4.86M","-0.62%"
"Jun 23, 2014","168.91","169.06","169.12","168.58","2.73M","-0.10%"
"Jun 20, 2014","169.08","169.25","169.42","168.96","5.37M","-0.01%"
"Jun 19, 2014","169.09","169.02","169.19","168.54","3.04M","0.09%"
"Jun 18, 2014","168.93","168.05","169.06","167.35","4.73M","0.55%"
"Jun 17, 2014","168.00","167.43","168.20","167.24","2.89M","0.18%"
"Jun 16, 2014","167.69","167.39","167.97","167.15","3.07M","0.04%"
"Jun 13, 2014","167.62","167.54","167.83","167.13","2.71M","0.20%"
"Jun 12, 2014","167.29","168.29","168.34","166.98","5.42M","-0.63%"
"Jun 11, 2014","168.35","168.75","168.81","168.09","3.07M","-0.59%"
"Jun 10, 2014","169.35","169.15","169.37","168.84","2.82M","0.06%"
"Jun 09, 2014","169.24","169.12","169.58","169.02","2.71M","0.09%"
"Jun 06, 2014","169.08","168.58","169.12","168.46","4.12M","0.56%"
"Jun 05, 2014","168.14","167.51","168.31","166.92","5.42M","0.60%"
"Jun 04, 2014","167.13","166.89","167.27","166.58","2.27M","0.07%"
"Jun 03, 2014","167.02","166.94","167.20","166.75","4.13M","-0.11%"
"Jun 02, 2014","167.20","167.25","167.40","166.63","4.45M","0.16%"
"May 30, 2014","166.93","166.60","167.02","166.30","2.77M","0.09%"
"May 29, 2014","166.78","166.47","166.79","166.03","2.76M","0.42%"
"May 28, 2014","166.09","166.54","166.55","165.95","3.68M","-0.23%"
"May 27, 2014","166.47","166.45","166.60","166.13","2.56M","0.39%"
"May 23, 2014","165.83","165.29","165.87","165.19","2.86M","0.39%"
"May 22, 2014","165.18","165.09","165.39","164.60","3.56M","0.12%"
"May 21, 2014","164.98","163.95","165.15","163.89","4.90M","1.02%"
"May 20, 2014","163.32","164.70","164.72","163.04","4.86M","-0.84%"
"May 19, 2014","164.71","164.14","164.91","164.03","2.88M","0.06%"
"May 16, 2014","164.61","164.16","164.64","163.77","5.12M","0.04%"
"May 15, 2014","164.55","165.78","165.87","164.02","7.54M","-0.94%"
"May 14, 2014","166.11","167.09","167.14","165.92","3.11M","-0.56%"
"May 13, 2014","167.05","167.10","167.29","166.95","4.13M","0.15%"
"May 12, 2014","166.80","166.31","166.93","166.28","3.95M","0.65%"
"May 09, 2014","165.72","165.29","165.78","164.87","4.23M","0.22%"
"May 08, 2014","165.35","165.02","166.07","164.86","6.00M","0.19%"
"May 07, 2014","165.03","164.51","165.08","163.39","5.58M","0.79%"
"May 06, 2014","163.73","164.66","164.68","163.68","5.28M","-0.73%"
"May 05, 2014","164.93","163.97","165.17","163.45","4.06M","0.11%"
"May 02, 2014","164.75","165.16","165.85","164.53","7.04M","-0.29%"
"May 01, 2014","165.23","165.30","165.71","164.90","3.89M","-0.13%"
"Apr 30, 2014","165.45","164.92","165.60","164.83","4.96M","0.27%"
"Apr 29, 2014","165.00","164.62","165.27","164.49","4.58M","0.51%"
"Apr 28, 2014","164.17","164.13","164.69","162.78","7.24M","0.50%"
"Apr 25, 2014","163.35","164.08","164.19","163.00","5.10M","-0.81%"
"Apr 24, 2014","164.69","165.01","165.11","164.19","4.03M","0.03%"
"Apr 23, 2014","164.64","164.94","164.99","164.45","3.55M","-0.10%"
"Apr 22, 2014","164.80","164.30","165.30","164.23","4.05M","0.47%"
"Apr 21, 2014","164.03","163.84","164.25","163.70","3.07M","0.17%"
"Apr 17, 2014","163.75","163.61","164.19","163.33","5.79M","-0.16%"
"Apr 16, 2014","164.02","163.43","164.03","162.93","5.87M","1.02%"
"Apr 15, 2014","162.36","161.67","162.47","160.38","8.49M","0.56%"
"Apr 14, 2014","161.45","161.08","161.62","160.27","6.27M","0.89%"
"Apr 11, 2014","160.02","160.67","161.32","159.88","11.07M","-0.90%"
"Apr 10, 2014","161.47","164.12","164.31","161.27","9.98M","-1.60%"
"Apr 09, 2014","164.10","163.00","164.14","162.43","6.02M","1.09%"
"Apr 08, 2014","162.33","162.10","162.73","161.55","5.93M","0.10%"
"Apr 07, 2014","162.16","163.58","163.93","162.12","8.63M","-1.05%"
"Apr 04, 2014","163.88","166.01","166.06","163.58","10.56M","-0.88%"
"Apr 03, 2014","165.34","165.72","165.75","164.96","4.45M","-0.02%"
"Apr 02, 2014","165.37","165.19","165.57","164.75","5.60M","0.25%"
"Apr 01, 2014","164.95","164.67","165.31","164.58","4.08M","0.43%"
"Mar 31, 2014","164.24","163.72","164.46","163.64","6.37M","0.85%"
"Mar 28, 2014","162.85","162.61","163.82","162.32","4.54M","0.35%"
"Mar 27, 2014","162.28","162.25","162.68","161.54","7.71M","-0.03%"
"Mar 26, 2014","162.33","164.07","164.33","162.32","6.13M","-0.65%"
"Mar 25, 2014","163.39","163.37","163.72","162.57","5.99M","0.58%"
"Mar 24, 2014","162.44","163.13","163.46","161.78","6.34M","-0.12%"
"Mar 21, 2014","162.63","163.47","164.20","162.53","7.63M","-0.41%"
"Mar 20, 2014","163.30","161.85","163.47","161.48","6.62M","0.68%"
"Mar 19, 2014","162.19","163.26","163.57","161.15","7.94M","-0.67%"
"Mar 18, 2014","163.28","162.69","163.64","162.55","7.09M","0.56%"
"Mar 17, 2014","162.37","161.40","162.67","161.33","6.64M","1.07%"
"Mar 14, 2014","160.65","160.73","161.60","160.38","8.60M","-0.25%"
"Mar 13, 2014","161.05","163.74","164.03","160.78","9.50M","-1.34%"
"Mar 12, 2014","163.23","162.66","163.57","162.47","5.26M","-0.12%"
"Mar 11, 2014","163.42","164.28","164.49","163.11","5.22M","-0.35%"
"Mar 10, 2014","163.99","164.05","164.16","163.18","4.00M","-0.21%"
"Mar 07, 2014","164.34","164.76","164.89","163.81","7.38M","0.15%"
"Mar 06, 2014","164.09","163.82","164.31","163.76","4.66M","0.45%"
"Mar 05, 2014","163.35","163.78","163.82","163.21","4.97M","-0.17%"
"Mar 04, 2014","163.63","163.13","164.00","163.05","7.95M","1.33%"
"Mar 03, 2014","161.49","161.59","162.19","160.49","9.16M","-0.94%"
"Feb 28, 2014","163.02","162.56","163.77","162.01","10.01M","0.29%"
"Feb 27, 2014","162.55","161.64","162.56","161.37","5.29M","0.44%"
"Feb 26, 2014","161.84","161.71","162.26","161.27","5.03M","0.21%"
"Feb 25, 2014","161.50","161.74","162.24","161.13","6.08M","-0.10%"
"Feb 24, 2014","161.66","161.02","162.69","160.97","6.71M","0.53%"
"Feb 21, 2014","160.81","161.08","161.62","160.62","5.27M","-0.31%"
"Feb 20, 2014","161.31","160.56","161.72","160.10","7.04M","0.49%"
"Feb 19, 2014","160.52","161.02","162.34","160.38","8.25M","-0.55%"
"Feb 18, 2014","161.41","161.70","161.76","161.13","4.97M","-0.11%"
"Feb 14, 2014","161.59","160.08","161.83","159.90","5.99M","0.81%"
"Feb 13, 2014","160.29","158.66","160.47","158.61","5.09M","0.36%"
"Feb 12, 2014","159.71","160.00","160.45","159.34","5.26M","-0.03%"
"Feb 11, 2014","159.76","158.06","160.09","157.94","7.62M","1.27%"
"Feb 10, 2014","157.75","157.76","157.82","157.13","4.79M","-0.02%"
"Feb 07, 2014","157.78","156.56","157.80","156.05","12.55M","1.05%"
"Feb 06, 2014","156.14","154.70","156.15","154.70","10.43M","1.27%"
"Feb 05, 2014","154.18","153.72","154.51","153.12","11.61M","0.06%"
"Feb 04, 2014","154.08","153.95","154.53","153.26","11.86M","0.36%"
"Feb 03, 2014","153.53","156.57","156.76","153.25","18.18M","-2.05%"
"Jan 31, 2014","156.75","156.23","157.70","155.85","10.69M","-0.90%"
"Jan 30, 2014","158.17","158.30","158.77","157.37","7.87M","0.68%"
"Jan 29, 2014","157.10","157.66","158.25","156.75","14.29M","-1.16%"
"Jan 28, 2014","158.94","158.47","159.17","158.28","8.32M","0.58%"
"Jan 27, 2014","158.02","158.71","159.11","157.51","14.28M","-0.29%"
"Jan 24, 2014","158.48","160.71","160.89","158.48","14.73M","-2.00%"
"Jan 23, 2014","161.71","162.43","162.43","161.07","9.96M","-1.08%"
"Jan 22, 2014","163.47","163.76","163.80","162.99","5.42M","-0.16%"
"Jan 21, 2014","163.73","165.03","165.05","162.79","9.43M","-0.21%"
"Jan 17, 2014","164.08","163.79","164.59","163.61","8.01M","0.06%"
"Jan 16, 2014","163.98","164.22","164.33","163.52","5.18M","-0.36%"
"Jan 15, 2014","164.57","163.66","164.80","163.59","7.78M","0.69%"
"Jan 14, 2014","163.45","162.74","163.47","162.37","7.34M","0.75%"
"Jan 13, 2014","162.24","163.90","164.28","162.14","10.68M","-1.18%"
"Jan 10, 2014","164.18","164.56","164.69","163.52","7.50M","-0.01%"
"Jan 09, 2014","164.19","164.95","164.99","163.52","8.22M","-0.10%"
"Jan 08, 2014","164.35","164.70","164.83","163.91","9.46M","-0.38%"
"Jan 07, 2014","164.97","164.66","165.29","164.52","5.39M","0.66%"
"Jan 06, 2014","163.89","164.99","165.06","163.71","7.45M","-0.30%"
"Jan 03, 2014","164.39","164.40","164.87","164.04","6.13M","0.17%"
"Jan 02, 2014","164.11","164.79","165.01","163.84","9.29M","-0.82%"
"Dec 31, 2013","165.47","164.94","165.51","164.81","5.67M","0.53%"
"Dec 30, 2013","164.59","164.55","164.68","164.40","4.04M","0.07%"
"Dec 27, 2013","164.47","164.76","164.92","164.22","6.18M","0.01%"
"Dec 26, 2013","164.46","163.60","164.49","163.58","4.97M","0.80%"
"Dec 24, 2013","163.16","162.72","163.26","162.59","2.46M","0.33%"
"Dec 23, 2013","162.62","162.57","162.85","162.33","4.99M","0.38%"
"Dec 20, 2013","162.01","161.62","162.53","161.61","7.98M","0.08%"
"Dec 19, 2013","161.88","161.48","162.01","161.28","8.02M","0.07%"
"Dec 18, 2013","161.76","159.16","161.79","158.11","15.34M","1.88%"
"Dec 17, 2013","158.78","159.27","159.29","158.39","6.00M","-0.08%"
"Dec 16, 2013","158.90","158.37","159.37","158.25","7.08M","0.79%"
"Dec 13, 2013","157.65","157.54","157.97","157.10","8.89M","0.11%"
"Dec 12, 2013","157.47","158.21","158.43","157.07","7.08M","-0.53%"
"Dec 11, 2013","158.31","159.84","159.90","158.23","7.91M","-0.88%"
"Dec 10, 2013","159.72","159.77","160.19","159.64","4.05M","-0.32%"
"Dec 09, 2013","160.23","160.29","160.53","160.11","3.98M","0.04%"
"Dec 06, 2013","160.16","159.53","160.18","159.13","6.35M","1.29%"
"Dec 05, 2013","158.12","158.45","158.89","158.01","5.83M","-0.40%"
"Dec 04, 2013","158.76","158.46","159.52","157.83","7.14M","-0.14%"
"Dec 03, 2013","158.99","159.23","159.62","158.46","8.66M","-0.58%"
"Dec 02, 2013","159.92","160.76","160.84","159.71","5.66M","-0.50%"
"Nov 29, 2013","160.72","161.11","161.58","160.58","2.89M","-0.08%"
"Nov 27, 2013","160.85","160.79","160.94","160.41","6.27M","0.22%"
"Nov 26, 2013","160.50","160.54","160.97","160.46","5.24M","-0.07%"
"Nov 25, 2013","160.61","160.81","160.85","160.30","5.12M","0.13%"
"Nov 22, 2013","160.40","159.83","160.43","159.48","4.47M","0.34%"
"Nov 21, 2013","159.86","159.29","159.88","159.17","4.58M","0.69%"
"Nov 20, 2013","158.77","159.55","159.88","158.35","8.40M","-0.35%"
"Nov 19, 2013","159.33","159.58","159.93","159.09","5.02M","-0.07%"
"Nov 18, 2013","159.44","159.71","159.95","159.07","5.24M","0.09%"
"Nov 15, 2013","159.30","158.57","159.30","158.48","6.53M","0.36%"
"Nov 14, 2013","158.73","158.10","158.81","157.95","6.94M","0.42%"
"Nov 13, 2013","158.06","156.52","158.12","156.50","5.06M","0.44%"
"Nov 12, 2013","157.37","157.42","157.72","156.87","4.10M","-0.15%"
"Nov 11, 2013","157.61","157.33","157.73","157.15","3.80M","0.08%"
"Nov 08, 2013","157.49","155.66","157.49","155.58","7.60M","1.05%"
"Nov 07, 2013","155.85","157.72","157.80","155.68","10.21M","-0.87%"
"Nov 06, 2013","157.22","156.49","157.29","156.37","7.55M","0.85%"
"Nov 05, 2013","155.89","155.28","156.18","154.87","5.44M","-0.11%"
"Nov 04, 2013","156.06","156.26","156.36","155.53","4.04M","0.13%"
"Nov 01, 2013","155.86","155.58","156.15","155.08","5.91M","0.37%"
"Oct 31, 2013","155.29","155.61","156.18","155.10","8.16M","-0.37%"
"Oct 30, 2013","155.87","156.73","156.87","155.37","6.10M","-0.40%"
"Oct 29, 2013","156.50","155.71","156.50","155.62","5.78M","0.73%"
"Oct 28, 2013","155.37","155.20","155.65","154.99","4.97M","-0.05%"
"Oct 25, 2013","155.45","154.91","155.45","154.79","4.57M","0.42%"
"Oct 24, 2013","154.80","154.19","154.95","154.09","5.19M","0.64%"
"Oct 23, 2013","153.82","153.81","154.03","153.32","5.43M","-0.28%"
"Oct 22, 2013","154.25","154.03","154.86","153.82","7.50M","0.47%"
"Oct 21, 2013","153.53","153.69","153.76","153.27","3.59M","-0.05%"
"Oct 18, 2013","153.60","153.66","153.80","152.89","7.72M","0.08%"
"Oct 17, 2013","153.48","152.11","153.59","152.05","9.93M","-0.03%"
"Oct 16, 2013","153.52","152.37","153.56","152.24","8.71M","1.44%"
"Oct 15, 2013","151.34","152.60","152.80","151.34","8.14M","-0.96%"
"Oct 14, 2013","152.80","151.19","152.88","151.08","6.47M","0.41%"
"Oct 11, 2013","152.17","150.92","152.22","150.76","8.19M","0.80%"
"Oct 10, 2013","150.96","149.14","151.01","149.09","12.79M","2.15%"
"Oct 09, 2013","147.78","147.69","148.32","146.96","11.08M","0.17%"
"Oct 08, 2013","147.53","149.00","149.14","147.50","10.39M","-0.99%"
"Oct 07, 2013","149.00","149.12","149.85","148.91","6.08M","-0.95%"
"Oct 04, 2013","150.43","149.68","150.56","149.43","6.87M","0.51%"
"Oct 03, 2013","149.67","150.66","150.76","149.16","10.95M","-0.87%"
"Oct 02, 2013","150.98","150.90","151.10","150.15","8.90M","-0.42%"
"Oct 01, 2013","151.62","151.00","151.77","150.77","8.62M","0.41%"
"Sep 30, 2013","151.00","150.79","151.54","150.45","9.43M","-0.79%"
"Sep 27, 2013","152.21","152.30","152.44","151.76","6.84M","-0.48%"
"Sep 26, 2013","152.95","152.70","153.54","152.47","5.03M","0.35%"
"Sep 25, 2013","152.42","153.26","153.39","152.19","7.19M","-0.42%"
"Sep 24, 2013","153.06","153.74","154.02","152.95","5.77M","-0.42%"
"Sep 23, 2013","153.71","154.11","154.32","153.32","8.66M","-0.38%"
"Sep 20, 2013","154.30","156.16","156.19","154.30","9.38M","-1.29%"
"Sep 19, 2013","156.32","156.87","156.92","156.22","7.63M","-0.24%"
"Sep 18, 2013","156.69","155.16","157.06","154.65","9.67M","0.90%"
"Sep 17, 2013","155.29","155.02","155.51","154.98","4.52M","0.23%"
"Sep 16, 2013","154.94","155.33","155.49","154.66","6.72M","0.81%"
"Sep 13, 2013","153.69","153.34","153.80","153.21","4.83M","0.43%"
"Sep 12, 2013","153.03","153.33","153.41","152.78","5.56M","-0.08%"
"Sep 11, 2013","153.15","151.82","153.18","151.77","7.05M","0.90%"
